pd_id,ad_id,coder,adsponsortype,row,RecordedDate,NOCODE,NOCODE_TXT,TEXT,VIDEO,IMAGE,LINK,ADREMOVED,NODISCLAIMER,OFFICE1,CAND1,FECID1,TONE1,OFFICE2,CAND2,FECID2,TONE2,OFFICE3,CAND3,FECID3,TONE3,OFFICE4,CAND4,FECID4,TONE4,OFFICE5,CAND5,FECID5,TONE5,OFFICE6,CAND6,FECID6,TONE6,OFFICE7,CAND7,FECID7,TONE7,OFFICE8,CAND8,FECID8,TONE8,MORETHAN8,MORETHAN8_TXT,candnumber,othercand1_mnt,othercand1_pic,othercand1_audio,othercand1_ocr,othercand1_txt,othercand2_mnt,othercand2_pic,othercand2_audio,othercand2_ocr,othercand2_txt,othercand3_mnt,othercand3_pic,othercand3_audio,othercand3_ocr,othercand3_txt,othercand4_mnt,othercand4_pic,othercand4_audio,othercand4_ocr,othercand4_txt,othercand5_mnt,othercand5_pic,othercand5_audio,othercand5_ocr,othercand5_txt,DEMMT,GOPMT,FAVORED,MULTI_FAV,TARGETED,MULTI_TGT,NOCAND,FAV1,FAV2,FAV3,FAV4,FAV5,FAV6,FAV7,FAV8,TGT1,TGT2,TGT3,TGT4,TGT5,TGT6,TGT7,TGT8,DONATE,CONTACT,PURCHASE,GOTV,EVENT,POLL,GATHERINFO,LEARNMORE,PRIMARY_PERSUADE,MENTION1,MENTION33,MENTION3,MENTION4,MENTION5,MENTION6,MENTION7,MENTION8,MENTION15,MENTION16,MENTION17,MENTION19,MENTION21,MENTION23,MENTIONCOMM,MENTIONNEIGH,MENTIONTOGETH,MENTION18,MENTION26,MENTIONWC,MENTIONMC,MENTIONUC,TOC_DRUGS,TOC_ECON,TOC_EDU,TOC_ENVT,TOC_ETHICS,TOC_FOREIGN,TOC_HEALTH,TOC_LAW,TOC_SOCIAL,TOC_OTHER,ISSUE210,ISSUE41,ISSUE54,ISSUE106,ISSUE44,ISSUE33,ISSUE22,ISSUE10,ISSUE11,ISSUE12,ISSUE13,ISSUE20,ISSUE18,ISSUE16,ISSUE217,ISSUE17,ISSUE14,ISSUE215,ISSUE23,ISSUE19,ISSUE15,ISSUE21,ISSUE24,ISSUE50,ISSUE51,ISSUE52,ISSUE80,ISSUE82,ISSUE113,ISSUE83,ISSUE84,ISSUE90,ISSUE91,ISSUE92,ISSUE60,ISSUE61,ISSUE62,ISSUE63,ISSUE64,ISSUE68,ISSUE69,ISSUE66,ISSUE67,ISSUE70,ISSUE71,ISSUE72,ISSUE73,ISSUE74,ISSUE75,ISSUE76,ISSUE65,ISSUE114,ISSUE53,ISSUE59,ISSUE58,ISSUE55,ISSUE110,ISSUE218,ISSUE219,ISSUE220,ISSUE208,ISSUE105,ISSUE116,ISSUE117,ISSUE209,ISSUE40,ISSUE45,ISSUE43,ISSUE42,ISSUE212,ISSUE221,ISSUE200,ISSUE95,ISSUE109,ISSUE30,ISSUE32,ISSUE37,GUNPIC,ISSUE108,ISSUE102,ISSUE56,ISSUE57,ISSUE112,ISSUE31,ISSUE101,ISSUE38,ISSUE39,ISSUE34,ISSUE35,ISSUE36,ISSUE107,ISSUE93,ISSUE111,ISSUE94,ISSUE96,ISSUE98,ISSUE99,ISSUE103,ISSUE104,ISSUE118,ISSUE97,ISSUE97_TXT,CAND1_pic,CAND1_pic_tone,CAND2_pic,CAND2_pic_tone,CAND3_pic,CAND3_pic_tone,CAND4_pic,CAND4_pic_tone,CAND5_pic,CAND5_pic_tone,CAND6_pic,CAND6_pic_tone,CAND7_pic,CAND7_pic_tone,CAND8_pic,CAND8_pic_tone,pic_face,pic_color,pic_otherpeople,pic_oth,pic_oth_txt,PAGENAME_INFO,PAGENAME_INFO_TXT,OTHERNOTES,OTHERNOTES_TXT,PROB_VID_NOCODE,PROB_VID_PARTIAL,PROB_DONTUSE,PROB_SPANISH,PROB_OTH,PROB_QUEST,PROB_OTH_TXT,PROB_QUEST_TXT,NOMINATE,NOMINATE_TXT,page_id,funding_entity,fbcodingset,rec_num,page_name,page_name_url,wmp_office_post090120,wmp_spontype,sponsor_name
pd-110746996993983-3,x_243546966865644,mchurch@wesleyan.edu,"non-cd, non-party",595,14 Aug 21,, ,Text,,Still images(s),Link(s),,,President,Donald Trump,P80001571,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Donald Trump,,,,,,,,,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,,,Foreign/Defense Policy,,,,"Other/Miscellaneous
(includes: Term Limits, Pledge of Allegiance, Local Issues,",,,,,,,,,,,,,Employment / Jobs,,,,,,,,,,,,,,,,,,,,,,,,Veterans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,USPS,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_110746996993983,"Courier Newsroom, Inc.",Set of 3K non-cd ads,606,,https://www.facebook.com/110746996993983,,group,COURIER NEWSROOM
pd-110746996993983-3,x_927740627751436,mchurch@wesleyan.edu,"non-cd, non-party",1976,14 Sep 21,, ,Text,,Still images(s),Link(s),,,President,Donald Trump,P80001571,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law & Order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immigration,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_110746996993983,"Courier Newsroom, Inc.",Set of 3K non-cd ads,1586,,https://www.facebook.com/110746996993983,,group,COURIER NEWSROOM
pd-110746996993983-3,x_320940258999646,achampeau@wesleyan.edu,"non-cd, non-party",221,07 Aug 21,, ,Text,,Still images(s),Link(s),,,President,Donald Trump,P80001571,In a way to show disaproval or opposition,President,Joe Biden,P80000722,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,One targeted candidate,,,,Joe Biden,,,,,,,Donald Trump,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,Environment/Energy,,,,,,,,,,,,,,,,,,,Employment / Jobs,,,,,,,,,,,,,,,Global Warming / Climate Change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,Joe Biden,In a way to show approval or support,,,,,,,,,,,,,"Facial expressions (angry, sad, yelling, etc.)",,,, ,No, ,, ,,,,,,, , ,, ,x_110746996993983,"Courier Newsroom, Inc.",Set of 3K non-cd ads,275,,https://www.facebook.com/110746996993983,,group,COURIER NEWSROOM
pd-110746996993983-3,x_1088205114916071,tzarobell@wesleyan.edu,"non-cd, non-party",4123,20 Dec 21,, ,Text,,Still images(s),Link(s),,,President,Donald Trump,P80001571,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Donald Trump,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,Education/Child Care/Family Leave,,,,,,,,,,,,,,,Taxes,,Government Spending,,,,,,,,,,,,,No,Education/Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_110746996993983,"Courier Newsroom, Inc.",Set of 3K non-cd ads,2846,,https://www.facebook.com/110746996993983,,group,COURIER NEWSROOM
pd-110746996993983-3,x_616469422370410,achampeau@wesleyan.edu,"non-cd, non-party",4270,26 Dec 21,, ,Text,,Still images(s),Link(s),,,President,Joe Biden,P80000722,Unclear whether support or opposition,President,Donald Trump,P80001571,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law & Order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Police/police brutality/Racial Violence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Joe Biden,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_110746996993983,"Courier Newsroom, Inc.",Set of 3K non-cd ads,2793,,https://www.facebook.com/110746996993983,,group,COURIER NEWSROOM
pd-110746996993983-3,x_1529861637196521,achampeau@wesleyan.edu,"non-cd, non-party",1558,27 Aug 21,, ,Text,,Still images(s),Link(s),,,President,Donald Trump,P80001571,In a way to show disaproval or opposition,President,Joe Biden,P80000722,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,One targeted candidate,,,,Joe Biden,,,,,,,Donald Trump,,,,,,,,,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,Environment/Energy,,,,,,,,,,,,,Economy (generic reference),,,,,,,,,,,,,,,,,,,,Environment (generic reference),Global Warming / Climate Change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Donald Trump,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_110746996993983,"Courier Newsroom, Inc.",Set of 3K non-cd ads,1480,,https://www.facebook.com/110746996993983,,group,COURIER NEWSROOM
pd-110746996993983-3,x_1216330048746085,achampeau@wesleyan.edu,"non-cd, non-party",4287,26 Dec 21,, ,Text,Video(s),,Link(s),,,President,Donald Trump,P80001571,In a way to show disaproval or opposition,President,Joe Biden,P80000722,In a way to show approval or support,Other national politician,Barack Obama,WMPID3,In a way to show approval or support,U.S. House,Nancy Pelosi,H8CA05035,Unclear whether support or opposition,,,,,,,,,,,,,,,,,, ,4,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Donald Trump,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health/Healthcare,Law & Order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Care (not prescription drugs),"ACA/Obamacare/Health care law, etc.",,,,,,,,Health reform/AHCA/Trumpcare/2017 Republican efforts to repeal (and replace) Oba,,No,No,,,Supreme Court/Judiciary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_110746996993983,"Courier Newsroom, Inc.",Set of 3K non-cd ads,2865,,https://www.facebook.com/110746996993983,,group,COURIER NEWSROOM
pd-110746996993983-3,x_3232916120151557,tzarobell@wesleyan.edu,"non-cd, non-party",3742,29 Nov 21,, ,Text,Video(s),,Link(s),,,President,Joe Biden,P80000722,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Joe Biden,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,Education/Child Care/Family Leave,,,,Health/Healthcare,,Social/Social Welfare Issues,,,,,,,,,,,,,,,,,,Minimum Wage/Wages,,,,,,,Education/Schools,,Child Care/Family Leave,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Care (not prescription drugs),,,,,,,,,,,No,No,,,,,,,,,,,Moral/Family/Religious Values,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_110746996993983,"Courier Newsroom, Inc.",Set of 3K non-cd ads,2474,,https://www.facebook.com/110746996993983,,group,COURIER NEWSROOM
pd-110746996993983-3,x_1623822021126994,mchurch@wesleyan.edu,"non-cd, non-party",2773,09 Oct 21,, ,Text,,Still images(s),Link(s),,,President,Donald Trump,P80001571,Unclear whether support or opposition,President,Joe Biden,P80000722,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,Foreign/Defense Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Military/Defense (generic reference),,Veterans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,Joe Biden,In a way to show approval or support,,,,,,,,,,,,,"Facial expressions (angry, sad, yelling, etc.)",,,, ,No, ,, ,,,,,,, , ,, ,x_110746996993983,"Courier Newsroom, Inc.",Set of 3K non-cd ads,1890,,https://www.facebook.com/110746996993983,,group,COURIER NEWSROOM
pd-110746996993983-3,x_762016021233525,mchurch@wesleyan.edu,"non-cd, non-party",3339,14 Nov 21,, ,Text,,Still images(s),,,,President,Joe Biden,P80000722,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Joe Biden,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health/Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outbreaks of infectious disease (incl. Coronavirus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Joe Biden,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_110746996993983,"Courier Newsroom, Inc.",Set of 3K non-cd ads,2871,,https://www.facebook.com/110746996993983,,group,COURIER NEWSROOM
pd-110746996993983-3,x_626036551413122,swoodhams@wesleyan.edu,"non-cd, non-party",3230,31 Oct 21,, ,Text,,Still images(s),Link(s),,"""Ad ran without a disclaimer""",President,Joe Biden,P80000722,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Joe Biden,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,Environment/Energy,,,,,,"Other/Miscellaneous
(includes: Term Limits, Pledge of Allegiance, Local Issues,",,,,,,,Economy (generic reference),,,,,,Employment / Jobs,,,,,,,,,,,,,,,Global Warming / Climate Change,Pollution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Joe Biden,In a way to show approval or support,,,,,,,,,,,,,,,"Facial expressions (angry, sad, yelling, etc.)",,,, ,No, ,, ,,,,,,, , ,, ,x_110746996993983,"Courier Newsroom, Inc.",Set of 3K non-cd ads,1870,,https://www.facebook.com/110746996993983,,group,COURIER NEWSROOM
pd-110749446963570-3,x_353599539351708,medward2@bowdoin.edu,"non-cd, non-party",1032,21 Aug 21,, ,Text,,Still images(s),Link(s),,,President,Donald Trump,P80001571,In a way to show disaproval or opposition,President,Joe Biden,P80000722,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,One targeted candidate,,,,Joe Biden,,,,,,,Donald Trump,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,Environment/Energy,,,,,,"Other/Miscellaneous
(includes: Term Limits, Pledge of Allegiance, Local Issues,",,,,,,,,,,,,,Employment / Jobs,,,,,,,,,,,,,,Environment (generic reference),Global Warming / Climate Change,,Energy Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government Regulations,,,,,, ,,,Joe Biden,In a way to show approval or support,,,,,,,,,,,,,"Facial expressions (angry, sad, yelling, etc.)",Color (black and white/gray),,, ,No, ,, ,,,,,,, , ,, ,x_110749446963570,"Courier Newsroom, Inc.",Set of 3K non-cd ads,1051,,https://www.facebook.com/110749446963570,,group,COURIER NEWSROOM
pd-110749446963570-3,x_1004227706739507,achampeau@wesleyan.edu,"non-cd, non-party",745,16 Aug 21,, ,Text,,Still images(s),Link(s),,,President,Joe Biden,P80000722,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,"Yes, in a way to show approval or support",No,One favored candidate,,,,,Joe Biden,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health/Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Care (not prescription drugs),,,,,,,,Outbreaks of infectious disease (incl. Coronavirus),Health reform/AHCA/Trumpcare/2017 Republican efforts to repeal (and replace) Oba,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_110749446963570,"Courier Newsroom, Inc.",Set of 3K non-cd ads,779,,https://www.facebook.com/110749446963570,,group,COURIER NEWSROOM
pd-110749446963570-3,x_665045487462260,tzarobell@wesleyan.edu,"non-cd, non-party",3577,22 Nov 21,, ,Text,,Still images(s),Link(s),,,President,Joe Biden,P80000722,In a way to show approval or support,President,Donald Trump,P80001571,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,One targeted candidate,,,Joe Biden,,,,,,,,,Donald Trump,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,Environment/Energy,,,,,,,,,,,,,,,,,,,Employment / Jobs,,,,,,,,,,,,,,,Global Warming / Climate Change,Pollution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Joe Biden,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_110749446963570,"Courier Newsroom, Inc.",Set of 3K non-cd ads,2933,,https://www.facebook.com/110749446963570,,group,COURIER NEWSROOM
pd-110749446963570-3,x_2644176439203080,achampeau@wesleyan.edu,"non-cd, non-party",2784,10 Oct 21,, ,Text,,Still images(s),Link(s),,,U.S. House,Harley Rouda,H8CA48035,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Harley Rouda,,,,,,,,,,,,,,,,,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,,,,Health/Healthcare,,,,,,,,,,,,,,Recession / Economic Stimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outbreaks of infectious disease (incl. Coronavirus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Harley Rouda,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_110749446963570,"Courier Newsroom, Inc.",Set of 3K non-cd ads,1776,,https://www.facebook.com/110749446963570,,group,COURIER NEWSROOM
pd-110749446963570-3,x_1001327567035256,mchurch@wesleyan.edu,"non-cd, non-party",642,15 Aug 21,, ,Text,,Still images(s),Link(s),,,President,Donald Trump,P80001571,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,"Yes, in a way to show approval or support","Yes, in a way to show disapproval or opposition",,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health/Healthcare,,Social/Social Welfare Issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Care (not prescription drugs),"ACA/Obamacare/Health care law, etc.",,,,,,,Outbreaks of infectious disease (incl. Coronavirus),Health reform/AHCA/Trumpcare/2017 Republican efforts to repeal (and replace) Oba,,No,No,,,,,,,,,,,,,,,,,,,,,,Civil Rights/Racial Discrimination,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_110749446963570,"Courier Newsroom, Inc.",Set of 3K non-cd ads,580,,https://www.facebook.com/110749446963570,,group,COURIER NEWSROOM
pd-110749446963570-3,x_1008305332929743,swoodhams@wesleyan.edu,"non-cd, non-party",833,17 Aug 21,, ,Text,,Still images(s),Link(s),,"""Ad ran without a disclaimer""",President,Joe Biden,P80000722,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Joe Biden,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,,,,,,Social/Social Welfare Issues,"Other/Miscellaneous
(includes: Term Limits, Pledge of Allegiance, Local Issues,",,,,,,,,Taxes,,,,,,Business,,,,,Economic Disparity / Income Inequality,,,Housing / Sub-prime Mortgages,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Security,,,,,,,,,,,,,,,Government Regulations,,,,,, ,Joe Biden,In a way to show approval or support,,,,,,,,,,,,,,,"Facial expressions (angry, sad, yelling, etc.)",,,, ,Yes,Maybe not favoring Biden because it's a news article,Check here if you would like the ad to be re-coded/looked at again, ,,,,,,, , ,, ,x_110749446963570,"Courier Newsroom, Inc.",Set of 3K non-cd ads,647,,https://www.facebook.com/110749446963570,,group,COURIER NEWSROOM
pd-110749446963570-3,x_688304495229324,tzarobell@wesleyan.edu,"non-cd, non-party",4108,20 Dec 21,, ,Text,Video(s),,Link(s),,,U.S. House,Max Rose,H8NY11113,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Max Rose,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,,,,Health/Healthcare,,,,,,,,,,,,,Government Spending,,,,Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outbreaks of infectious disease (incl. Coronavirus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_110749446963570,"Courier Newsroom, Inc.",Set of 3K non-cd ads,2861,,https://www.facebook.com/110749446963570,,group,COURIER NEWSROOM
pd-110749446963570-3,x_328014685051993,swoodhams@wesleyan.edu,"non-cd, non-party",1878,13 Sep 21,, ,Text,,Still images(s),Link(s),,"""Ad ran without a disclaimer""",U.S. House,Gil Cisneros,H8CA39174,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,,,,Health/Healthcare,,,"Other/Miscellaneous
(includes: Term Limits, Pledge of Allegiance, Local Issues,",,,,,,,,,,Government Spending,,,,Business,,,,,,,,Housing / Sub-prime Mortgages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outbreaks of infectious disease (incl. Coronavirus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Gil Cisneros,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_110749446963570,"Courier Newsroom, Inc.",Set of 3K non-cd ads,1300,,https://www.facebook.com/110749446963570,,group,COURIER NEWSROOM
pd-110749446963570-3,x_1041624832964741,ycompres@wesleyan.edu,"non-cd, non-party",526,12 Aug 21,, ,Text,,Still images(s),Link(s),,,President,Joe Biden,P80000722,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Joe Biden,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Environment/Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Global Warming / Climate Change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Joe Biden,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_110749446963570,"Courier Newsroom, Inc.",Set of 3K non-cd ads,204,,https://www.facebook.com/110749446963570,,group,COURIER NEWSROOM
pd-110749446963570-3,x_1070581883395551,swoodhams@wesleyan.edu,"non-cd, non-party",2452,29 Sep 21,, ,Text,,Still images(s),Link(s),,"""Ad ran without a disclaimer""",President,Donald Trump,P80001571,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Donald Trump,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foreign/Defense Policy,Health/Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veterans,,,,,,,,,,,,,,,,,,,,,,,,Outbreaks of infectious disease (incl. Coronavirus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Donald Trump,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_110749446963570,"Courier Newsroom, Inc.",Set of 3K non-cd ads,1643,,https://www.facebook.com/110749446963570,,group,COURIER NEWSROOM
