advertiser_id,advertiser_namex,advertiser_name,public_ids_list,date_wmpcoded,search_status,sponsor_name,sponsor_cmag,wmp_spontype,wmp_govtorcand,wmp_grouptype,wmp_groupflag,wmp_multisponsor,wmp_office,ontv2022,cand_fav,wmpid,sen_fecid,sen_cycle,sen_state,sen_party,sen_cdstatus,hse_fecid,hse_cycle,hse_state,hse_district,hse_party,hse_cdstatus,db_state,wmp_sen,wmp_hse,wmp_gov,wmp_db,type_cmag,type_scsp,wmptempid,wmp_spontype_new,search_status_new,party_all_new,regions,elections,party_all,Party_abbrev,wmp_notes,advertiser_namey,COMMID,EIN,Committee_Name,Jurisdiction,per_Website,com_Website,R_type,N_type,FirstLast,Prefix,Firstname,MiddleName,Lastname,Suffix,Party_Name,disclose,vw_pt,advertiser_name63,s_09042022to111122,s_011021to111222,codedbywmp,onlycodedbyOS,onlyingooglespend,updated_011725,unmatchedv2,cand_id,notes,matchto_adidmap,old_name,new_name,matchto_oldadidmap,source,cmag_sponsor,wmp_candidate,cmte_id,cmte_nm,advertiser_id_tomerge,advertiser_ids
AR17439020638692966401,Ricardo Lara for Insurance Commissioner 2022,Ricardo Lara for Insurance Commissioner 2022,Registered in US-CA 1415175,17oct2022,NA,RICARDO LARA FOR INSURANCE COMMISSIONER 2022,NA,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,CA,0,0,0,1,0,0,1135,campaign,NA,,NA,NA,,,,Ricardo Lara for Insurance Commissioner 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ricardo Lara for Insurance Commissioner 2022,0,5200,1,,,,,,,Master only (1),,,Master only (1),,,,,,AR17439020638692966401,AR17439020638692966401
AR17443303442641584129,KERBY FOR SENATE,KERBY FOR SENATE,EIN ID 88-1483359,04oct2022,NA,KERBY,KERBY,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,1,0,0,1109,campaign,NA,,NA,NA,,,,KERBY FOR SENATE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,KERBY FOR SENATE,1800,1800,1,,,,,,,Master only (1),,,Master only (1),,,,,,AR17443303442641584129,AR17443303442641584129
AR17460931156655472641,DR KIM SCHRIER FOR CONGRESS,DR KIM SCHRIER FOR CONGRESS,FEC ID C00652628,13sep2022,1,"SCHRIER, KIM DR.","SCHRIER, KIM",campaign,1,NA,0,0,us house,NA,"SCHRIER, KIM DR.",WMPID1280,,NA,NA,,NA,H8WA08189,NA,WA,8,DEM,INCUMBENT,NA,0,1,0,NA,0,0,718,NA,NA,,NA,NA,DEM,DEM,,DR KIM SCHRIER FOR CONGRESS,C00652628,NA,Dr Kim Schrier for Congress,US,https://www.fec.gov/data/candidate/H8WA08189/?cycle=2018&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00652628,House,Candidate,NA,NA,Kim,NA,Schrier,NA,Democratic,NA,NA,DR KIM SCHRIER FOR CONGRESS,151800,307800,1,,,,,H8WA08189,,Matched (3),,,Master only (1),,,,C00652628,DR KIM SCHRIER FOR CONGRESS,AR17460931156655472641,AR17460931156655472641|AR537845903935930368
AR17465434756282843137,DR. AL GROSS FOR U.S. SENATE,DR. AL GROSS FOR U.S. SENATE,EIN ID 83-3487001,02sep2022,NA,"GROSS, ALAN","GROSS, AL",campaign,1,NA,0,0,us senate - other cycle,NA,"GROSS, ALAN",WMPID3897,S0AK00196,2020,AK,IND,CHALLENGER,,NA,NA,NA,,NA,NA,0,0,0,NA,0,0,8,NA,NA,,NA,NA,IND,IND,,DR. AL GROSS FOR U.S. SENATE,C00710822,NA,Al Gross Northern Leadership,US,https://www.fec.gov/data/candidate/H2AK01166/?cycle=2022&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00710822,House,Candidate,NA,NA,Al,NA,Gross,NA,Independent,NA,NA,DR. AL GROSS FOR U.S. SENATE,0,100,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR17465434756282843137,AR17465434756282843137|AR160549313498316800
AR17466925968928014337,ADAM BLANCHARD FOR TEXAS,ADAM BLANCHARD FOR TEXAS,EIN ID 87-2946387,02sep2022,0,ADAM BLANCHARD FOR TEXAS,ADAM BLANCHARD FOR TEXAS,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,TX,0,0,0,1,0,0,196,NA,NA,,NA,NA,,,,ADAM BLANCHARD FOR TEXAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,ADAM BLANCHARD FOR TEXAS,0,7000,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR17466925968928014337,AR17466925968928014337|AR113512858897088512
AR09116365778533220353,MIKE ERICKSON FOR CONGRESS,MIKE ERICKSON FOR CONGRESS,FEC ID C00809178,13sep2022,1,"ERICKSON, MIKE","ERICKSON, MIKE",campaign,1,NA,0,0,us house,NA,"ERICKSON, MIKE",WMPID2170,,NA,NA,,NA,H2OR06124,NA,OR,6,REP,OPEN,NA,0,1,0,NA,0,0,808,NA,NA,,NA,NA,REP,REP,,MIKE ERICKSON FOR CONGRESS,C00809178,NA,Mike Erickson for Congress,US,https://www.fec.gov/data/candidate/H2OR06124/?cycle=2022&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00809178,House,Candidate,NA,NA,Mike,NA,Erickson,NA,Republican,NA,NA,MIKE ERICKSON FOR CONGRESS,17300,38300,1,,,,,H2OR06124,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR174672643436314624,AR174672643436314624|AR09116365778533220353
AR17473462290677235713,Florida First Project,FLORIDA FIRST PROJECT,NA,02sep2022,1,FLORIDA FIRST PROJECT,FLORIDA FIRST PROJECT,group,0,NA,1,0,,1,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,0,1,0,231,NA,NA,,NA,NA,REP,,,Florida First Project,C00620476,NA,Florida First Project,US,NA,https://www.fec.gov/data/committee/C00620476,Independent expenditure-only (Super PACs),Independent Spender,NA,NA,NA,NA,NA,NA,,Y,C,FLORIDA FIRST PROJECT,123200,165700,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR17473462290677235713,AR17473462290677235713|AR322030978497249280
AR17474651068905291777,Committee to Elect Robert T Reives II,Committee to Elect Robert T Reives II,Registered in US-NC STA49JCP7C001,17oct2022,NA,COMMITTEE TO ELECT ROBERT T REIVES II,NA,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NC,0,0,0,1,0,0,1877,campaign,NA,,NA,NA,,,,Committee to Elect Robert T Reives II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Committee to Elect Robert T Reives II,4400,4400,1,,,,,,,Master only (1),,,Master only (1),,,,,,AR17474651068905291777,AR17474651068905291777
AR17479310867903283201,KERMIT JONES FOR CONGRESS,Kermit Jones for Congress,FEC ID C00786087,13sep2022,1,"JONES, KERMIT","JONES, KERMIT",campaign,1,NA,0,0,us house,NA,"JONES, KERMIT",WMPID2951,,NA,NA,,NA,H2CA04122,NA,CA,3,DEM,CHALLENGER,NA,0,1,0,NA,0,0,625,NA,NA,,NA,NA,DEM,DEM,,KERMIT JONES FOR CONGRESS,C00786087,NA,Kermit Jones for Congress,US,https://www.fec.gov/data/candidate/H2CA04122/?cycle=2022&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00786087,House,Candidate,NA,NA,Kermit,NA,Jones,NA,Democratic,NA,NA,Kermit Jones for Congress,99400,126200,1,,,,,H2CA04122,,Matched (3),,,Master only (1),,,,,,AR17479310867903283201,AR17479310867903283201|AR248698981763252224
AR17480378424974376961,NA,iCivics Inc,NA,NA,NA,NA,NA,group,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,iCivics Inc,NA,383796793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,iCivics Inc,1400,1400,,1,,1,,,,Master only (1),,,Master only (1),,,,,,AR17480378424974376961,AR17480378424974376961
AR17484186927094562817,Friends of Patrick Nolan,Friends of Patrick Nolan,Registered in US-MO A222173,17oct2022,NA,FRIENDS OF PATRICK NOLAN,NA,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,MO,0,0,0,1,0,0,1871,campaign,NA,,NA,NA,,,,Friends of Patrick Nolan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Friends of Patrick Nolan,0,2000,1,,,,,,,Master only (1),,,Master only (1),,,,,,AR17484186927094562817,AR17484186927094562817
AR17485781425113268225,Javier for Colorado,Javier for Colorado,Registered in US-CO 20215040107,17oct2022,NA,JAVIER FOR COLORADO,NA,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,CO,0,0,0,1,0,0,2383,campaign,NA,,NA,NA,,,,Javier for Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Javier for Colorado,3000,3000,1,,,,,,,Master only (1),,,Master only (1),,,,,,AR17485781425113268225,AR17485781425113268225
AR17489597280217464833,"No on 26 - Taxpayers Against Special Interest Monopolies, Sponsored by Licensed Card Clubs","No on 26 - Taxpayers Against Special Interest Monopolies, Sponsored by Licensed Card Clubs",Registered in US-CA 1439178,17oct2022,NA,"NO ON 26 - TAXPAYERS AGAINST SPECIAL INTEREST MONOPOLIES, SPONSORED BY LICENSED CARD CLUBS",NA,group,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,CA,0,0,0,NA,0,0,2603,group,NA,,NA,NA,,,,No on 26 - Taxpayers Against Special Interest Mono,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,"No on 26 - Taxpayers Against Special Interest Monopolies, Sponsored by Licensed Card Clubs",471100,530100,1,,,,,,,Master only (1),,,Master only (1),,,,,,AR17489597280217464833,AR17489597280217464833
AR11935014413871874049,NORTH CAROLINA REPUBLICAN PARTY,North Carolina Republican Party,FEC ID C00038505,17oct2022,NA,NORTH CAROLINA REPUBLICAN PARTY,NA,party,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,NA,0,0,1698,party,NA,,NA,NA,REP,,,North Carolina Republican Party,C00038505,NA,North Carolina Republican Party,NC,NA,https://www.fec.gov/data/committee/C00038505,Party - qualified,Party,NA,NA,NA,NA,NA,NA,,Y,C,North Carolina Republican Party,234000,234000,1,,,,,,,Matched (3),NORTH CAROLINA REPUBLICAN PARTY,North Carolina Republican Party,Matched (3),oldadvertiserid,,,,,AR174910034868699136,AR174910034868699136|AR11935014413871874049
AR17492839740007776257,NA,Darlene McDonald for Congress,NA,NA,NA,"MCDONALD, DARLENE",NA,campaign,NA,NA,NA,NA,us house,NA,NA,WMPID4007,,NA,NA,,NA,H8UT04046,NA,NA,NA,DEM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,DEM,DEM,,Darlene McDonald for Congress,C00803858,NA,Darlene Mcdonald for Congress,US,https://www.fec.gov/data/candidate/H8UT04046/?cycle=2022&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00803858,House,Candidate,NA,NA,Darlene,NA,Mcdonald,NA,Democratic,NA,NA,Darlene McDonald for Congress,1300,1300,,1,,1,,H8UT04046,,Master only (1),,,Master only (1),,,,,,AR17492839740007776257,AR17492839740007776257
AR12223244790023585793,ELECT TONYA PFAFF,ELECT TONYA PFAFF,Registered in US-IN 7061,17oct2022,NA,ELECT TONYA PFAFF,NA,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,IN,0,0,0,1,0,0,1223,campaign,NA,,NA,NA,,,,ELECT TONYA PFAFF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,ELECT TONYA PFAFF,200,12000,1,,,,,,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR174975936846888960,AR174975936846888960|AR12223244790023585793
AR17501463553301807105,CHAMBER OF COMMERCE OF THE USA,CHAMBER OF COMMERCE OF THE USA,NA,02sep2022,2,CHAMBER OF COMMERCE OF THE USA,CHAMBER OF COMMERCE OF THE USA,group,0,NA,0,0,,0,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,0,0,0,3,NA,NA,,NA,NA,,,,CHAMBER OF COMMERCE OF THE USA,C00082040,NA,Chamber Of Commerce Of The United States Of America PAC (Us Chamber PAC),US,NA,https://www.fec.gov/data/committee/C00082040,PAC - qualified,PACs,NA,NA,NA,NA,NA,NA,,NA,NA,CHAMBER OF COMMERCE OF THE USA,0,159300,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR17501463553301807105,AR17501463553301807105|AR569134706327552
AR17505206565760663553,MAX STEINER FOR CONGRESS,Max Steiner For Congress,FEC ID C00783498,13sep2022,1,"STEINER, MAX","STEINER, MAX",campaign,1,NA,0,0,us house,NA,"STEINER, MAX",WMPID1885,,NA,NA,,NA,H2CA01227,NA,CA,1,DEM,CHALLENGER,NA,0,1,0,NA,0,0,903,NA,NA,,NA,NA,DEM,DEM,,Max Steiner For Congress,C00783498,NA,Max Steiner for Congress,US,https://www.fec.gov/data/candidate/H2CA01227/?cycle=2022&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00783498,House,Candidate,NA,NA,Max,NA,Steiner,NA,Democratic,NA,NA,Max Steiner For Congress,8000,11300,1,,,,,H2CA01227,,Matched (3),MAX STEINER FOR CONGRESS,Max Steiner For Congress,Matched (3),,,,,,AR17505206565760663553,AR17505206565760663553|AR528838807760404480
AR17509626327626416129,TEXANS FOR SENATOR JOHN CORNYN INC.,TEXANS FOR SENATOR JOHN CORNYN INC.,FEC ID C00369033,13sep2022,2,"CORNYN, JOHN","CORNYN, JOHN",campaign,1,NA,0,0,us senate - other cycle,NA,"CORNYN, JOHN",WMPID1466,,2026,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,NA,0,0,456,NA,NA,,NA,NA,REP,REP,,TEXANS FOR SENATOR JOHN CORNYN INC.,C00369033,NA,Texans for Senator John Cornyn Inc.,US,https://www.fec.gov/data/candidate/S2TX00106/?cycle=2020&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00369033,Senate,Candidate,NA,NA,John,NA,Cornyn,NA,Republican,NA,NA,TEXANS FOR SENATOR JOHN CORNYN INC.,0,33900,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR17509626327626416129,AR17509626327626416129|AR532605081762136064
AR17512722552370233345,Emma Mammano for NJ State Senate,Emma Mammano for NJ State Senate,Registered in US-NJ,02sep2022,NA,"MAMMANO, EMMA","MAMMANO, EMMA",campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NJ,0,0,0,1,0,0,27,NA,NA,,NA,NA,,,,Emma Mammano for NJ State Senate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Emma Mammano for NJ State Senate,0,2700,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR17512722552370233345,AR17512722552370233345|AR197981259153014784
AR02566766601772728321,Friends of Megan Sullivan,Friends of Megan Sullivan,EIN ID 86-2290784,31oct2022,NA,FRIENDS OF MEGAN SULLIVAN,NA,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,PA,0,0,0,1,0,0,3017,campaign,NA,,US,NA,,,,Friends of Megan Sullivan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Friends of Megan Sullivan,0,4400,1,,,,,,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR175172096593231872,AR175172096593231872|AR02566766601772728321
AR17519843264549617665,Shrina Kurani For Congress,Shrina Kurani For Congress,FEC ID C00785287,13sep2022,1,"KURANI, SHRINA","KURANI, SHRINA",campaign,1,NA,0,0,us house,NA,"KURANI, SHRINA",WMPID1595,,NA,NA,,NA,H2CA42197,NA,CA,41,DEM,CHALLENGER,NA,0,1,0,NA,0,0,457,NA,NA,,NA,NA,DEM,DEM,,Shrina Kurani For Congress,C00785287,NA,Shrina Kurani for Congress,US,https://www.fec.gov/data/candidate/H2CA42197/?cycle=2022&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00785287,House,Candidate,NA,NA,Shrina,NA,Kurani,NA,Democratic,NA,NA,Shrina Kurani For Congress,0,2100,1,,,,,H2CA42197,,Matched (3),,,Master only (1),,,,,,AR17519843264549617665,AR17519843264549617665|AR466701557384085504
AR17521821217248509953,NA,New Mexico Workers for Progress,NA,NA,NA,NA,NA,group,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,New Mexico Workers for Progress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,New Mexico Workers for Progress,7400,7400,,1,,1,,,,Master only (1),,,Master only (1),,,,,,AR17521821217248509953,AR17521821217248509953
AR17522903136690241537,,Vote Ladd,,,,,,campaign,,,,,down ballot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,,,,,,1,,,Master only (1),,,Master only (1),,,,,,AR17522903136690241537,AR17522903136690241537
AR17523263776504152065,NA,TO ELECT WILLIE MADRID FOR STATE REPRESENTATIVE FOR DISTRICT 53,NA,NA,NA,NA,NA,campaign,NA,NA,NA,NA,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,TO ELECT WILLIE MADRID FOR STATE REPRESENTATIVE FO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,TO ELECT WILLIE MADRID FOR STATE REPRESENTATIVE FOR DISTRICT 53,2300,2300,,1,,1,,,,Master only (1),,,Master only (1),,,,,,AR17523263776504152065,AR17523263776504152065
AR17525053781434171393,NA,FUTURE LEADERS FUND,NA,NA,NA,NA,NA,group,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,FUTURE LEADERS FUND,C00693531,NA,Future Leaders Fund,US,NA,https://www.fec.gov/data/committee/C00693531,Hybrid PAC (with Non-Contribution Account) - Nonqualified,Independent Spender,NA,NA,NA,NA,NA,NA,,Y,C,FUTURE LEADERS FUND,18700,18700,,1,,1,,,,Master only (1),,,Master only (1),,FUTURE LEADERS FUND,,,,AR17525053781434171393,AR17525053781434171393
AR17525469396829470721,Nichole Loati,Nichole Loati,NA,17oct2022,NA,NICHOLE LOATI,NA,unclear could be campaign,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,NA,0,0,1157,unclear could be campaign,NA,,NA,NA,,,,Nichole Loati,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Nichole Loati,900,900,1,,,,,,,Master only (1),,,Master only (1),,,,,,AR17525469396829470721,AR17525469396829470721
AR09844183102493032449,BROG FOR NEVADA,BROG FOR NEVADA,FEC ID C00805549,13sep2022,1,"BROG, DAVID","BROG, DAVID",campaign,1,NA,0,0,us house,NA,"BROG, DAVID",WMPID3760,,NA,NA,,NA,H2NV01298,NA,NV,1,REP,CHALLENGER,NA,0,1,0,NA,0,0,572,NA,NA,,NA,NA,REP,REP,,BROG FOR NEVADA,C00805549,NA,Brog for Nevada,US,https://www.fec.gov/data/candidate/H2NV01298/?cycle=2022&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00805549,House,Candidate,NA,NA,David,NA,Brog,NA,Republican,NA,NA,BROG FOR NEVADA,0,10800,1,,,,,H2NV01298,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR175303213354844160,AR175303213354844160|AR09844183102493032449
AR17302460744767373313,RESTORATION PAC,RESTORATION PAC,NA,02sep2022,1,RESTORATION PAC,RESTORATION PAC,group,0,NA,1,0,,1,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,0,1,0,351,NA,NA,,NA,NA,REP,REP,,RESTORATION PAC,C00571588,NA,Restoration PAC,VA,https://www.fec.gov/data/candidate/P80001571/?cycle=2018&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00571588,Independent expenditure-only (Super PACs),Independent Spender,NA,NA,Donald,NA,Trump,NA,Republican,Y,C,RESTORATION PAC,325100,339300,1,,,,,,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR175306133932605440,AR175306133932605440|AR17302460744767373313
AR06877436847962718209,SARAH KLEE HOOD FOR NY,Sarah Klee Hood for NY,FEC ID C00793950,13sep2022,1,"KLEE HOOD, SARAH","KLEE-HOOD, SARAH",campaign,1,NA,0,0,us house,NA,"KLEE HOOD, SARAH",WMPID4695,,NA,NA,,NA,H2NY24150,NA,NY,22,DEM,CHALLENGER,NA,0,1,0,NA,0,0,592,NA,NA,,NA,NA,DEM,DEM,,SARAH KLEE HOOD FOR NY,C00793950,NA,Sarah Klee Hood for Ny,US,https://www.fec.gov/data/candidate/H2NY24150/?cycle=2022&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00793950,House,Candidate,NA,NA,Sarah,Sarah,Klee Hood,NA,Democratic,NA,NA,Sarah Klee Hood for NY,0,5600,1,,,,,H2NY24150,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR175319156273446912,AR175319156273446912|AR06877436847962718209
AR17532228163524886529,Stephen Dwyer,Stephen Dwyer,NA,17oct2022,NA,STEPHEN DWYER,NA,unclear could be campaign,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,NA,0,0,1510,unclear could be campaign,NA,,NA,NA,,,,Stephen Dwyer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Stephen Dwyer,0,2100,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR17532228163524886529,AR17532228163524886529|AR51640865700970496
AR17533097052588736513,Colorado Information Network IE Committee,Colorado Information Network IE Committee,EIN ID 83-1927327,17oct2022,NA,COLORADO INFORMATION NETWORK IE COMMITTEE,NA,group,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,CO,0,0,0,NA,0,0,2705,group,NA,,NA,NA,,,,Colorado Information Network IE Committee,NA,NA,Colorado Information Network Ie Committee,CO,NA,NA,NA,Independent Spender,NA,NA,NA,NA,NA,NA,,NA,NA,Colorado Information Network IE Committee,63000,92700,1,,,,,,,Master only (1),,,Master only (1),,,,,,AR17533097052588736513,AR17533097052588736513
AR17536331266041839617,NA,DOUGHTY COMMITTEE,NA,NA,NA,NA,NA,campaign,NA,NA,NA,NA,governor,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,REP,,,DOUGHTY COMMITTEE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,DOUGHTY COMMITTEE,0,4000,,1,,1,,,,Matched (3),,,Master only (1),,,,,,AR17536331266041839617,AR17536331266041839617|AR516433842697928704
AR17541235362779627521,MATT STOLL FOR CONGRESS,MATT STOLL FOR CONGRESS,FEC ID C00802629,13sep2022,1,"STOLL, MATTHEW","STOLL, MATTHEW",campaign,1,NA,0,0,us house,NA,"STOLL, MATTHEW",WMPID1767,,NA,NA,,NA,H2CA22249,NA,CA,21,REP,OPEN,NA,0,1,0,NA,0,0,828,NA,NA,,NA,NA,REP,REP,,MATT STOLL FOR CONGRESS,C00802629,NA,Matt Stoll for Congress,US,https://www.fec.gov/data/candidate/H2CA22249/?cycle=2022&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00802629,House,Candidate,NA,NA,Matt,NA,Stoll,NA,Republican,NA,NA,MATT STOLL FOR CONGRESS,0,700,1,,,,,H2CA22249,,Matched (3),,,Master only (1),,,,,,AR17541235362779627521,AR17541235362779627521|AR227091310534721536
AR02649428710582648833,NA,MARY SOUZA FOR IDAHO SOS,NA,NA,NA,NA,NA,campaign,NA,NA,NA,NA,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,MARY SOUZA FOR IDAHO SOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,MARY SOUZA FOR IDAHO SOS,0,2400,,1,,1,,,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR175424022194946048,AR175424022194946048|AR02649428710582648833
AR17545166323007356929,NA,FIRED UP CAMPAIGNS LLC,NA,NA,NA,NA,NA,group,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,FIRED UP CAMPAIGNS LLC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,FIRED UP CAMPAIGNS LLC,600,3800,,1,,1,,,,Master only (1),,,Master only (1),,,,,,AR17545166323007356929,AR17545166323007356929
AR17545338465296580609,MACOMBER FOR IDAHO,MACOMBER FOR IDAHO,EIN ID 47-4997214,17oct2022,NA,MACOMBER FOR IDAHO,NA,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,1,0,0,1785,campaign,NA,,NA,NA,,,,MACOMBER FOR IDAHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,MACOMBER FOR IDAHO,0,800,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR17545338465296580609,AR17545338465296580609|AR572473751342415872
AR17548751349389197313,"Workforce Fairness Institute, Inc.","Workforce Fairness Institute, Inc.",EIN ID 26-3015556,17oct2022,NA,"WORKFORCE FAIRNESS INSTITUTE, INC.",NA,group,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,NA,0,0,1493,group,NA,,NA,NA,,,,"Workforce Fairness Institute, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,"Workforce Fairness Institute, Inc.",0,99500,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR17548751349389197313,AR17548751349389197313|AR57600562320900096
