advertiser_id,advertiser_name,wmp_office,wmp_spontype,wmp_spontype_new,wmpid,cand_id
AR00968749321224716289,FRIENDS OF TOBA,down ballot,campaign,campaign,,
AR00308971975814938625,BEN MOSES FOR VIRGINIA,down ballot,campaign,campaign,,
AR17923957493344501761,CHRIS PAPPAS FOR CONGRESS,us house,campaign,,WMPID1173,H8NH01210
AR17612167056910712833,Darius Teasley,,unclear could be campaign,unclear could be campaign,,
AR16935638651851767809,FRIENDS OF CHRIS SMITH,us house,campaign,,WMPID1180,H8NJ04014
AR15034390632892203009,"ROCKEFELLER PHILANTHROPY ADVISORS, INC.",,group,group,,
AR06412782684308766721,AMERICAN FUTURE FUND,,group,,,
AR06506602362239451137,ANNETTE GLENN FOR STATE SENATE,down ballot,campaign,,,
AR00000475401340059649,VINCE LEACH FOR SENATE,down ballot,campaign,,,
AR16455867852583337985,Democratic Party of Transylvania County Transylvania Democratic Party,,party,party,,
AR13241058305809317889,PIVOT - THE PROGRESSIVE VIETNAMESE AMERICAN ORGANIZATION,,group,group,,
AR13379789941358198785,Joe Benning for Lieutenant Governor Committee,down ballot,campaign,campaign,,
AR15123562950050185217,San Diego County Democratic Central Committee,,party,party,,
AR10345243745410088961,CRAIG TRUMBO,,unclear could be campaign,unclear could be campaign,,
AR08876309679718793217,"CALIFORNIANS AGAINST PANDEMICS, SPONSORED BY PUBLIC HEALTH NONPROFIT ORGANIZATIONS",,group,group,,
AR10498366132740685825,REP. MATT CARTWRIGHT - U.S. HOUSE OF REPRESENTATIVES,us house,government official,government official,WMPID838,H2PA17079
AR17224492176218521601,TUDOR DIXON FOR GOVERNOR INC,governor,campaign,campaign,,
AR15817449345176829953,BURT JONES FOR GEORGIA,down ballot,campaign,campaign,,
AR03985203053337772033,MINNESOTA FAMILY PROSPERITY PROJECT,,group,group,,
AR03163082609928437761,Jane Poston,down ballot,campaign,,,
AR05462434102491742209,TED EDWARDS FOR CONGRESS,us house,campaign,,WMPID4786,H2FL07297
AR05328233760519356417,UNITE PAC,,group,group,,
AR09124613215253168129,Ronald Deets,,unclear could be campaign,unclear could be campaign,,
AR13997784745400860673,Susanne Witkowski for State Senate District 29,down ballot,campaign,,,
AR13945871647492800513,ARIZONA CHAMBER OF COMMERCE AND INDUSTRY,,group,,,
AR10703279915786043393,David Miller for CalPERS Board 2021,down ballot,campaign,campaign,,
AR02423798479202549761,Friends of Jevin D. Hodge,us house,campaign,,WMPID2790,H2AZ06221
AR05314722961637244929,TAXPAYERS FOR JOHN JAGLER,down ballot,campaign,campaign,,
AR01129717823531122689,Scott McMurrain,,unclear could be campaign,unclear could be campaign,,
AR08068283257390628865,CASTELLI FOR CONGRESS,us house,campaign,,WMPID4125,H2NY21164
AR07968055075937452033,Jo Anne Simon For Congress,us house,campaign,,WMPID2477,H2NY10266
AR13045151722018701313,ABDULLAH HAMMOUD,,unclear could be campaign,unclear could be campaign,,
AR10409785352838447105,Annette Taddeo,down ballot,campaign,campaign,,
AR02292882034864947201,Citizens for Ann Gillespie,down ballot,campaign,campaign,,
AR09204988614755221505,FRIENDS OF ELIZABETH ESTY,us house - not in our 2022 FEC cd file,campaign,,,
AR17627648180629798913,MICHIGAN EDUCATION ASSOCIATION,,group,group,,
AR01274233508717395969,Cooper for North Carolina,down ballot,campaign,campaign,,
AR10829380705352417281,NATIONAL RIFLE ASSOCIATION INSTITUTE FOR LEGISLATIVE ACTION,,group,group,,
AR07562019175695122433,NIKKI FRIED FOR GOVERNOR,governor,campaign,campaign,,
AR14315538451867369473,Brian McDaniel,,unclear could be campaign,unclear could be campaign,,
AR08469494500610277377,Kina Collins for Congress,us house,campaign,,WMPID4039,H0IL07167
AR10421804939075387393,JAIMY Z. BLANCO FOR CONGRESS CAMPAIGN,us house,campaign,,WMPID1262,H8TX29110
AR08985156657944199169,CLIMATE VOTE MINNESOTA,,group,group,,
AR16205417520595730433,Nicholas Vaughn,,unclear could be campaign,unclear could be campaign,,
AR00621898482638127105,J.R. MAJEWSKI FOR CONGRESS,us house,campaign,,WMPID3516,H2OH09155
AR00846307706355580929,NATIONAL DEMOCRATIC REDISTRICTING COMMITTEE,,group,group,,
AR12858567897319997441,MATTHEW FOLDI FOR CONGRESS,us house,campaign,,WMPID3602,H2MD06328
AR01894387478719102977,Coalition to Stop The Tax Hike Amendment,,group,group,,
AR06011891398972801025,Gustave Stephen Kramer,,unclear could be campaign,unclear could be campaign,,
AR01545536628481589249,Steve Kolbeck For State Senate,down ballot,campaign,,,
AR11517997347405561857,CONSERVATION VOTERS OF MICHIGAN PAC- (SUPERPAC),,group,group,,
AR01832279365400920065,FRY FOR CONGRESS,us house,campaign,,WMPID2653,H2SC07280
AR05587190739093159937,SAVING ARIZONA PAC,,group,,,
AR04900391795919159297,PATRIOTS FOR PERRY,us house,campaign,campaign,WMPID837,H2PA04135
AR05883528913988091905,Leslie Carol Rutledge,down ballot,campaign,campaign,,
AR15185467653717229569,DWIGHT EVANS FOR CONGRESS,us house,campaign,,WMPID1011,H6PA02171
AR00221151783081213953,"FWD.US EDUCATION FUND, INC.",,group,group,,
AR16502029748763885569,BEN SAMUELS FOR CONGRESS,us house,campaign,,WMPID1705,H2MO02193
AR08025889937314283521,BUDDY CARTER FOR CONGRESS,us house,campaign,,WMPID882,H4GA01039
AR10209375169420460033,SOUNDFRONT LLC,,group,group,,
AR08955883260366290945,MIKE ROSENBAUM FOR MARYLAND,down ballot,campaign,campaign,,
AR01511303540109213697,Senate Republican Campaign Comm.,,party national,party national,,
AR01011305025424588801,Friends of Deb Patterson,down ballot,campaign,campaign,,
AR02836179661048774657,Hess For Oregon,down ballot,campaign,campaign,,
AR14141778231283417089,LYCOMING COUNTY REPUBLICAN COMMITTEE,,party,party,,
AR11286496067530522625,PERPETUAL MARKET INC.,,group,group,,
AR11541293043860635649,SUPPORTERS OF BROWN DUDLEY,us house,campaign,,WMPID2865,H2TN09216
AR10822988694504341505,Cam Cavitt for State Representative,down ballot,campaign,campaign,,
AR13662959815243071489,Elect Brandon Goff 2022,down ballot,campaign,campaign,,
AR00135717736738193409,FRIENDS OF JERRY NEYER,down ballot,campaign,campaign,,
AR14654027504524722177,Mitch O'Farrell for City Council 2022,down ballot,campaign,campaign,,
AR05147329188256022529,KRONDA THIMESCH CAMPAIGN,down ballot,campaign,campaign,,
AR00533553822857953281,Vet Voice Foundation Inc.,,group,group,,
AR10487107133672259585,Caroline Simmons for Mayor,down ballot,campaign,campaign,,
AR10804610907401879553,Northern NJ United,,group,group,,
AR06673648964824203265,SUSAN DUBOSE,down ballot,campaign,campaign,,
AR05353168691372490753,LENA EPSTEIN FOR MICHIGAN REGENT,down ballot,campaign,campaign,,
AR16006268477014802433,COLORADO DEPARTMENT OF STATE,,government agency,government agency,,
AR17897019733341896705,Pfaff for Congress,us house,campaign,,WMPID2537,H2WI03122
AR16021871096768757761,Friends of James Magee,down ballot,campaign,campaign,,
AR17330759081689874433,North Carolina (NC) Families First,,group,group,,
AR15738068110344716289,Elizabeth McGregor,,unclear could be campaign,unclear could be campaign,,
AR00435072765381312513,Darien Republican Town Committee,,party,party,,
AR18408543603786776577,Alex for Arizona,down ballot,campaign,campaign,,
AR07232495815728562177,BLAZE MEDIA LLC FKA CRTV LLC,,group,group,,
AR14785792977997398017,"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO",,group,,,
AR03173261338822574081,NEW YORKERS FOR VANESSA L. GIBSON,down ballot,campaign,campaign,,
AR00957060413109829633,Zalewski for State Representative,down ballot,campaign,campaign,,
AR12306310144722993153,COMMITTEE TO ELECT JAMES E JOHNSON JR,down ballot,campaign,campaign,,
AR12336925496242601985,NIRVA REBECCA LAFORTUNE,down ballot,campaign,campaign,,
AR18252804103904165889,"ASSOCIATED BUILDERS & CONTRACTORS, INC.",,group,group,,
AR04995046209333755905,Kevin Robinson For Phoenix City Council District 6,down ballot,campaign,campaign,,
AR12858252337482825729,JUST OUST SEDITIOUS HACKS PAC,,group,group,,
AR15999513077573746689,FREEDOM PA,,group,group,,
AR09460286418631786497,"Colorado Latino Leadership, Advocacy, & Research Organization",,group,group,,
AR12018871279504326657,POTENTIAL ENERGY COALITION INC,,group,group,,
AR07319190108555444225,Bryan Smith for Idaho Inc,us house,campaign,,WMPID3689,H4ID02063
AR03227844806877118465,Texas Public Policy Foundation,,group,group,,
AR16588370479882960897,NORTHERN VALLEY DEMOCRATIC - NPL,,group,group,,
AR01736447237594021889,Committee to Elect Campbell,down ballot,campaign,campaign,,
AR06010593631654641665,rodgir cohen,,unclear could be campaign,unclear could be campaign,,
AR08789511483043086337,Fair Fight Action Inc,,group,,,
AR06012780903879671809,DIANNE MORALES FOR NYC,down ballot,campaign,campaign,,
AR03094448345343590401,VICTIMS OF VIOLENT CRIME FOR THE RECALL OF DISTRICT ATTORNEY GASCÓN,,group,group,,
AR01562066686293573633,Coram for Colorado,us house,campaign,,WMPID4384,H2CO03328
AR04494307242287300609,Alabama's Future,,group,,,
AR00376735976946401281,SCHOOL FREEDOM FUND,,group,,,
AR16312899730013159425,JACQUELINE 4 CT,down ballot,campaign,campaign,,
AR17676321292648710145,Real Facts NC,,group,group,,
AR01698332460858736641,PETE STAUBER FOR CONGRESS,us house,campaign,,WMPID1158,H8MN08043
AR00062681371193114625,MORGAN MEYER FOR TEXAS,down ballot,campaign,campaign,,
AR15343478744622825473,NELSON JARRIN CAMPAIGN,down ballot,campaign,campaign,,
AR04695652835222618113,One Georgia Inc,,group,group,,
AR17289794370815393793,REP. KATIE PORTER - U.S. HOUSE OF REPRESENTATIVES,us house,government official,government official,WMPID1069,H8CA45130
AR08489947272312782849,CONSORTIUM OF NORTHEAST FLORIDA BUSINESSES,,group,group,,
AR10554657829547933697,STEVE MARSHALL,down ballot,campaign,campaign,,
AR17686111138023997441,"MCC FOR COMPTROLLER, INC.",down ballot,campaign,campaign,,
AR11923223457334034433,Coloradans for Ballot Transparency,,group,group,,
AR00551267161339854849,Heart of Main Street PAC,,group,group,,
AR02538686655347294209,DAN DERNULC COMMITTEE TO ELECT FOR STATE SENATE,down ballot,campaign,,,
AR15113043028954054657,MAYRA FLORES FOR CONGRESS,us house,campaign,campaign,WMPID1665,H2TX34113
AR02936822358385623041,KAREN BASS FOR CONGRESS,us house - not in our 2022 FEC cd file,campaign,,WMPID76,
AR00071688570447855617,CORI BUSH FOR CONGRESS,us house,campaign,,WMPID1159,H8MO01143
AR13639626872831606785,Anderson for Illinois,down ballot,campaign,campaign,,
AR07403548763807023105,DUTY AND HONOR,,group,,,
AR07529649553373396993,GARRET GRAVES FOR CONGRESS,us house,campaign,,WMPID889,H4LA06153
AR18055771620206706689,Majority Forward,,group,,,
AR10126819163482619905,FRIENDS OF DAN MCKEE,governor,campaign,campaign,,
AR13069861321707618305,JACKIE GORDON FOR CONGRESS,us house,campaign,campaign,WMPID470,H0NY02192
AR04737417784403689473,Future Forward USA Action,,group,,,
AR07207686916395761665,Environmental League of Massachusetts Action Fund Political Action Com,,group,group,,
AR06000923770485735425,CENTER FOR BIOLOGICAL DIVERSITY,,group,group,,
AR14666447587872079873,PACHECO FOR CALPERS BOARD 2021,down ballot,campaign,campaign,,
AR00399043968362348545,DEHART FOR CONGRESS INC,us house,campaign,,WMPID2078,H2AZ04200
AR13650125284731518977,KEN PAXTON,down ballot,campaign,campaign,,
AR09484295629413810177,Samir Sant,,unclear could be campaign,unclear could be campaign,,
AR00345000772833902593,RALEIGH BOWMAN FOR CONGRESS,us house,campaign,,WMPID2588,H2IL05191
AR18014887311120007169,Shield PAC,,group,group,,
AR11910244615921336321,BETTER JOBS TOGETHER CAMPAIGN,,group,,,
AR10335475958986833921,Haney for State Assembly 2022,down ballot,campaign,campaign,,
AR16285593015139958785,Franklin County Republican Committee,,party,party,,
AR05602953337788956673,PRAMILA FOR CONGRESS,us house,campaign,,WMPID1031,H6WA07458
AR10814708822191374337,Wilson for Assembly 2022 - Special,down ballot,campaign,campaign,,
AR17600194199917953025,Morrison for Marin Supervisor 2022,down ballot,campaign,campaign,,
AR10552409328269131777,ADVANCEMENT PROJECT,,group,group,,
AR12771839519632654337,KLOBUCHAR FOR MINNESOTA,us senate - other cycle,campaign,,WMPID1512,
AR00312125924919214081,Jason Holloway,,unclear could be campaign,unclear could be campaign,,
AR11426107655979008001,DFL HOUSE CAUCUS,,party,party,,
AR05984779641255100417,Resist This PAC,,group,group,,
AR00337697816602214401,DAVITA INC. AND AGGREGATED CONTRIBUTIONS,,group,group,,
AR15875583823472230401,Walker & Dunlop LLC,,group,group,,
AR14380469011534053377,NC WARN INCORPORATED,,group,group,,
AR10715622139966259201,Andrew Matthews Committee To Elect,down ballot,campaign,campaign,,
AR12506202114566914049,Pantos For County Attorney,down ballot,campaign,campaign,,
AR09729646082874408961,VERONICA ESCOBAR FOR CONGRESS,us house,campaign,campaign,WMPID1251,H8TX16109
AR10244098227661963265,Georgians First Leadership Committee,,group,,,
AR01467888292694327297,NORTH FUND,,group,group,,
AR10475087547435319297,KEN CALVERT FOR CONGRESS COMMITTEE,us house,campaign,campaign,WMPID781,H2CA37023
AR11706306855604060161,KANSANS FOR LIFE INC,,group,group,,
AR03992236079464841217,Shope for State Senator,down ballot,campaign,campaign,,
AR10447982111909478401,Association of Equipment Manufacturers,,group,group,,
AR08466398275866460161,ROGER WILLIAMS FOR U S CONGRESS COMMITTEE,us house,campaign,,WMPID854,H2TX33040
AR09527274164554039297,Aisha Wahab for State Senate 2022,down ballot,campaign,campaign,,
AR02905662473732358145,Cadence Concepts LLC,,group,group,,
AR14241003658132062209,"LOPEZ, COLLINS AND MOLIGA; NO ON RECALLS OF SCHOOL BOARD COMMISSIONERS",down ballot,campaign,campaign,,
AR07153182269581033473,DELBENE FOR CONGRESS,us house,campaign,campaign,WMPID743,H0WA08046
AR09476399761536843777,Al Santos for Congress,us house,campaign,,WMPID3633,H2FL07271
AR12454470092480053249,James Ashburn,,unclear could be campaign,unclear could be campaign,,
AR09173547255125245953,NRCC,,party national,party national,,
AR10897870933914025985,Ford O'Connell,down ballot,campaign,campaign,,
AR01557122182503464961,GOOUTLOCAL.COM,,group,group,,
AR17288140361729835009,Scott Moore,down ballot,campaign,campaign,,
AR11531024155013021697,"The Center For Michigan, Inc.",,group,group,,
AR11644596765495132161,Friends of Andrea Gage-Michaels,down ballot,campaign,campaign,,
AR00975504720665772033,JOHN BARROS COMMITTEE,down ballot,campaign,campaign,,
AR16639389537398685697,RE-ELECT MCGOVERN COMMITTEE,us house,campaign,,WMPID890,H4MA03022
AR15673615288480301057,Cindy4LD13,down ballot,campaign,campaign,,
AR10890544613060247553,RO FOR CONGRESS INC,us house,campaign,,WMPID870,H4CA12055
AR04303529605362352129,"RESULTS FOR NC, Inc.",,group,group,,
AR08335477227323916289,Menendez For Congress,us house,campaign,,WMPID1515,H2NJ08232
AR12592539959467966465,PROTECTING OUR VOTE PAC,,group,group,,
AR03911851677711335425,PREDICTIT,,group,group,,
AR05085615730892734465,MATSUI FOR CONGRESS,us house,campaign,campaign,WMPID948,H6CA05195
AR12817719940836491265,CARUSO-CABRERA FOR NEW YORK,us house - other cycle,campaign,,,
AR07206234805132853249,RACHEL FOR KENTUCKY,down ballot,campaign,campaign,,
AR06538857635351887873,Conservation MN Voter Center,,group,group,,
AR08787049058033205249,Ray Aguilar,,unclear could be campaign,unclear could be campaign,,
AR06801349200211607553,Glenn Wright for Utah Congressional District 3,us house,campaign,,WMPID4250,H2UT03306
AR17858225389701169153,Reddy for House,down ballot,campaign,campaign,,
AR00579187953457168385,ANGELICA DUENAS FOR US,us house,campaign,,WMPID1062,H8CA29100
AR07043260793617383425,CALIFORNIANS FOR ENERGY INDEPENDENCE,,group,group,,
AR13117209316056629249,BLUEFLOWER ACTION FUND,,group,group,,
AR11118435921383391233,FRIENDS OF JEVIN D. HODGE,us house,campaign,campaign,WMPID2790,H2AZ06221
AR04731827523690692609,EVA FOR ARIZONA,down ballot,campaign,campaign,,
AR10232092454039846913,ADVANCE MINNESOTA IE COMMITTEE,,group,group,,
AR13780329176814845953,EDUARDO E RIQUELME,,unclear could be campaign,unclear could be campaign,,
AR09966416566067134465,Brian Zahra for Justice,down ballot,campaign,campaign,,
AR10087694141719838721,MICHIGAN FUTURE FIRST,,group,group,,
AR00339517508346183681,Peterson for Congress,us house,campaign,,WMPID4122,H2NJ07218
AR06857571146749968385,Friends of Scott Martin,down ballot,campaign,campaign,,
AR07224776969223667713,All IN for Park Hill School District,,group,group,,
AR18349768934846103553,FRIENDS OF CHERI BUSTOS,us house - not in our 2022 FEC cd file,campaign,,WMPID802,
AR01890238196713783297,CARTWRIGHT FOR CONGRESS,us house,campaign,,WMPID838,H2PA17079
AR04678732107185389569,AMERICAN LIBERTY ACTION PAC,,group,,,
AR00780367451417214977,Freedom Wisconsin PAC,,group,,,
AR04747134168658345985,NOAH ARBIT FOR MICHIGAN,down ballot,campaign,campaign,,
AR01554582585521209345,Committee to Elect Josh Remillard,us house,campaign,,WMPID2071,H2NC11148
AR10183114158824751105,KIMBERLY YEE FOR GOVERNOR,governor,campaign,campaign,,
AR13586855812256497665,Nicolee Ambrose for Congress,us house,campaign,,WMPID1735,H2MD02368
AR18112792018345263105,UPTREE GROUP,,group,group,,
AR10571955552634535937,Abeler Volunteer Committee,down ballot,campaign,campaign,,
AR00563425354761371649,PETE FOR GOVERNOR,governor,campaign,campaign,,
AR13912094650287521793,JUSTIN BERRY CAMPAIGN,down ballot,campaign,campaign,,
AR12642079555369041921,DON HUFFINES CAMPAIGN,governor,campaign,campaign,,
AR15397521940151271425,Old Town Digital Agency LLC,,group,group,,
AR11784143826354962433,TRISH GUNBY FOR CONGRESS,us house,campaign,,WMPID4023,H2MO02201
AR15059668130336866305,CTE PAMELA HORNBERGER,down ballot,campaign,campaign,,
AR01482159678744952833,"AMERICAN CIVIL LIBERTIES UNION FOUNDATION, INC.",,group,group,,
AR00944931356746448897,Jamie Mattingly,,unclear could be campaign,unclear could be campaign,,
AR16537693233044520961,Florida Republican Senatorial Campaign Committee,,party,party,,
AR04176553260942884865,Marilyn Dondero Loop,,unclear could be campaign,unclear could be campaign,,
AR03413700342561374209,Miles Himmel,,unclear could be campaign,unclear could be campaign,,
AR00671511745818263553,Julie Johnson for Texas,down ballot,campaign,campaign,,
AR10381272542429052929,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",,group,group,,
AR15249999090663030785,Committee to Elect Chris Jones,down ballot,campaign,campaign,,
