wmpid,genelect_cd,CurrCand,cand_name,cand_id,cand_office,cand_office_st,cand_office_dist,cand_party_affiliation,cand_incumbent_challenger_open_s,dateadded_cd,office_wapo,result_wapo,primarydate_wapo,trumpe_wapo,gender_wmp,gender_crp,latino_wmp,latino_crp,race_wmp,race_crp1,race_crp2,race_crpmena,hse_cmpt_gen,full_name,first_name,last_name
WMPID3633,1,Y,"SANTOS, AL",H2FL07271,H,FL,7,REP,OPEN,6/7/2022,,,,0,M,M,1,Y,Hispanic/Latino,H,NULL,NULL,0,Al Santos,Al,Santos
WMPID4608,1,Y,"FERNANDEZ, HLSIA TATIANA",H2FL07289,H,FL,7,DEM,OPEN,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Hlsia Tatiana Fernandez,Hlsia Tatiana,Fernandez
WMPID4786,1,Y,"EDWARDS, TED",H2FL07297,H,FL,7,REP,,6/28/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Ted Edwards,Ted,Edwards
WMPID2430,0,,"WELLS, PATRICK LEE",H2FL08089,H,FL,8,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Patrick Lee Wells,Patrick Lee,Wells
WMPID2495,0,,"GREGG, PERRY",H2FL08097,H,FL,8,DEM,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Perry Gregg,Perry,Gregg
WMPID4536,1,Y,"TERRY, JOANNE R",H2FL08105,H,FL,8,DEM,CHALLENGER,6/7/2022,,,,0,F,F,0,N,White,W,NULL,N,0,Joanne Terry,Joanne,Terry
WMPID4712,0,,"SALEH, REBECCA",H2FL08113,H,FL,8,REP,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Rebecca Saleh,Rebecca,Saleh
WMPID2864,1,Y,"DODGE, DANELLE",H2FL08121,H,FL,8,DEM,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Danelle Dodge,Danelle,Dodge
WMPID4462,1,Y,"GREEN, KAREN REV. DR.",H2FL08139,H,FL,7,DEM,OPEN,6/7/2022,,,,0,F,F,,NULL,Black,B,NULL,NULL,0,Karen Green,Karen,Green
WMPID4676,1,Y,"HARTPENCE, KENNETH JAMES",H2FL09152,H,FL,18,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Kenneth James Hartpence,Kenneth James,Hartpence
WMPID1578,0,,"SMITH, JR., HENDRITH VANLON",H2FL09160,H,FL,9,DEM,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Jr. Smith,Jr.,Smith
WMPID198,0,,"HITES, BECKY E",H2FL09178,H,FL,9,REP,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Becky Hites,Becky,Hites
WMPID3852,0,,"PARKER, KEVIN COPELAND",H2FL09186,H,FL,9,DEM,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Kevin Copeland Parker,Kevin Copeland,Parker
WMPID3644,0,,"SHEPHERD, GEORGE",H2FL09194,H,FL,18,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,George Shepherd,George,Shepherd
WMPID3317,0,,"BARNARD, ALYCIA",H2FL09210,H,FL,9,REP,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Alycia Barnard,Alycia,Barnard
WMPID4733,1,Y,"MOORE, SCOTTY",H2FL09228,H,FL,9,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Scotty Moore,Scotty,Moore
WMPID4406,0,,"SMITH JR, HENDRITH VANLON",H2FL09244,H,FL,9,IND,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Hendrith Vanlon Smith Jr,Hendrith Vanlon,Smith Jr
WMPID3904,0,,"ANTHONY, MARLIN DANIEL",H2FL09251,H,FL,9,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Marlin Daniel Anthony,Marlin Daniel,Anthony
WMPID2292,0,,"FARBER, SAM",H2FL09269,H,FL,9,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Sam Farber,Sam,Farber
WMPID2940,1,Y,"MORALES, ADIANIS",H2FL09277,H,FL,9,REP,CHALLENGER,6/7/2022,,,,0,F,F,1,Y,Hispanic/Latino,H,NULL,NULL,0,Adianis Morales,Adianis,Morales
WMPID3477,0,,"MORGAN, CARTER",H2FL10176,H,FL,10,REP,OPEN,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Carter Morgan,Carter,Morgan
WMPID2275,1,Y,"JACKSON, NATALIE",H2FL10184,H,FL,10,DEM,OPEN,6/7/2022,,,,0,F,F,0,N,Black,B,NULL,N,0,Natalie Jackson,Natalie,Jackson
WMPID3136,0,,"AYALA, ARAMIS",H2FL10192,H,FL,10,DEM,OPEN,6/7/2022,,,,0,F,F,0,N,Black,B,NULL,N,0,Aramis Ayala,Aramis,Ayala
WMPID2594,1,Y,"BRACY, RANDOLPH",H2FL10200,H,FL,10,DEM,OPEN,6/7/2022,,,,0,M,M,0,N,Black,B,NULL,N,0,Randolph Bracy,Randolph,Bracy
WMPID1713,1,Y,"ACHENBACH, JACK JOSEPH",H2FL10218,H,FL,10,DEM,OPEN,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Jack Joseph Achenbach,Jack Joseph,Achenbach
WMPID4397,1,Y,"GRAY, TERENCE R MR. I",H2FL10226,H,FL,10,DEM,OPEN,6/7/2022,,,,0,M,M,,NULL,Black,B,NULL,NULL,0,Terence Gray,Terence,Gray
WMPID2268,1,Y,"TACHON, TERESA DR.",H2FL10234,H,FL,10,DEM,OPEN,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Teresa Tachon,Teresa,Tachon
WMPID3691,0,,"ATKINSON, ERIC",H2FL10242,H,FL,10,DEM,OPEN,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Eric Atkinson,Eric,Atkinson
WMPID1824,1,Y,"FROST, MAXWELL ALEJANDRO",H2FL10259,H,FL,10,DEM,OPEN,6/7/2022,,,,0,M,M,1,Y,Black,B,H,N,0,Maxwell Alejandro Frost,Maxwell Alejandro,Frost
WMPID3870,0,,"RAMBARANSINGH, MAHENDRANATH TROY",H2FL10267,H,FL,10,REP,OPEN,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Mahendranath Troy Rambaransingh,Mahendranath Troy,Rambaransingh
WMPID2198,0,,"KING, WILLIAM",H2FL10275,H,FL,10,REP,OPEN,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,William King,William,King
WMPID4289,1,Y,"WIMBISH, CALVIN B MR",H2FL10283,H,FL,10,REP,OPEN,6/7/2022,,,,0,M,M,,NULL,Black,B,NULL,NULL,0,Calvin Wimbish,Calvin,Wimbish
WMPID4288,1,Y,"HOLIC, JASON KYLE",H2FL10291,H,FL,10,NNE,OPEN,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Jason Kyle Holic,Jason Kyle,Holic
WMPID3347,1,Y,"BOONE, JEFFREY MR.",H2FL10309,H,FL,10,DEM,OPEN,6/7/2022,,,,0,M,M,,NULL,Black,B,NULL,NULL,0,Jeffrey Boone,Jeffrey,Boone
WMPID2196,1,Y,"WEED, PETER",H2FL10317,H,FL,10,REP,OPEN,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Peter Weed,Peter,Weed
WMPID1923,1,Y,"JAIN, USHA DR.",H2FL10325,H,FL,10,NON,OPEN,6/7/2022,,,,0,F,F,,NULL,Asian/Pacific Islander,AP,NULL,NULL,0,Usha Jain,Usha,Jain
WMPID4553,1,Y,"LOWE, THUY",H2FL10333,H,FL,10,REP,OPEN,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Thuy Lowe,Thuy,Lowe
WMPID4843,1,Y,"MUNEER, KHALID MR",H2FL10341,H,FL,10,DEM,,6/28/2022,,,,0,M,M,0,N,Asian/Pacific Islander,AP,NULL,Y,0,Khalid Muneer,Khalid,Muneer
WMPID4928,1,Y,"BROWN, CORRINE",H2FL10358,H,FL,10,DEM,,7/5/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Corrine Brown,Corrine,Brown
WMPID4522,0,,"ROSADO, ANTONIO LUIS SR",H2FL11109,H,FL,11,UN,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Antonio Luis Sr Rosado,Antonio Luis Sr,Rosado
WMPID1901,1,Y,"SABATINI, ANTHONY",H2FL11117,H,FL,7,REP,OPEN,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Anthony Sabatini,Anthony,Sabatini
WMPID4372,1,Y,"SORIANO, GAVRIEL ELIYAHU",H2FL11125,H,FL,11,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Gavriel Eliyahu Soriano,Gavriel Eliyahu,Soriano
WMPID2483,0,,"FARLEY, STEVE EDWARD",H2FL11133,H,FL,11,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Steve Edward Farley,Steve Edward,Farley
WMPID4074,0,,"DENO, AL",H2FL11141,H,FL,11,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Al Deno,Al,Deno
WMPID2937,0,,"ALCANTARA, CHRISTOPHER MANUEL",H2FL11166,H,FL,11,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Christopher Manuel Alcantara,Christopher Manuel,Alcantara
WMPID1572,1,Y,"MUNNS, SHANTE",H2FL11174,H,FL,11,DEM,,6/7/2022,,,,0,F,F,,NULL,Black,B,NULL,NULL,0,Shante Munns,Shante,Munns
WMPID4830,1,Y,"PORTER, KEVIN DEAN",H2FL11182,H,FL,11,UN,,6/28/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Kevin Dean Porter,Kevin Dean,Porter
WMPID4370,0,,"VANHORN, WILLIAM",H2FL12073,H,FL,15,DEM,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,William Vanhorn,William,Vanhorn
WMPID1685,0,,"CARNEVALE, MICHAEL",H2FL12081,H,FL,12,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Michael Carnevale,Michael,Carnevale
WMPID3610,1,Y,"PERRAS, BRIAN",H2FL12099,H,FL,12,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Brian Perras,Brian,Perras
WMPID3364,1,Y,"PRESKITT, SID",H2FL12107,H,FL,12,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Sid Preskitt,Sid,Preskitt
WMPID1918,0,,"SKINNER, JEANNETTE RENEE",H2FL12115,H,FL,11,REP,CHALLENGER,6/7/2022,,,,0,F,F,1,Y,Hispanic/Latino,H,NULL,N,0,Jeannette Renee Skinner,Jeannette Renee,Skinner
WMPID4777,1,Y,"SMITH, CHARLES W",H2FL12123,H,FL,12,NPA,,6/28/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Charles W Smith,Charles W,Smith
WMPID4758,1,Y,"LEISER, CHRISTOPHER MR.",H2FL12131,H,FL,12,REP,,6/28/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Christopher Leiser,Christopher,Leiser
WMPID4127,1,Y,"SCHNEIDER, JAN",H2FL13139,H,FL,16,DEM,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Jan Schneider,Jan,Schneider
WMPID1926,1,Y,"CRAFT, FRANK S",H2FL13212,H,FL,13,LIB,OPEN,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Frank Craft,Frank,Craft
WMPID3958,0,,"DIAMOND, BEN",H2FL13220,H,FL,13,DEM,OPEN,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Ben Diamond,Ben,Diamond
WMPID1769,0,,"HOTCHKISS, CHRISTIAN DAVID",H2FL13238,H,FL,13,DEM,OPEN,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Christian David Hotchkiss,Christian David,Hotchkiss
WMPID3511,0,,"RAYNER, MICHELE K. MS.",H2FL13246,H,FL,13,DEM,OPEN,6/7/2022,,,,0,F,F,0,N,Black,B,NULL,N,0,Michele Rayner,Michele,Rayner
WMPID1746,0,,"BRADDOCK, WILL",H2FL13253,H,FL,13,REP,OPEN,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Will Braddock,Will,Braddock
WMPID2226,0,,"KHEIREDDINE, MONEER",H2FL13261,H,FL,13,REP,OPEN,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Moneer Kheireddine,Moneer,Kheireddine
WMPID4516,0,,"HENSON, AUDREY",H2FL13279,H,FL,13,REP,OPEN,6/7/2022,,,,0,F,F,,NULL,White,W,NULL,NULL,0,Audrey Henson,Audrey,Henson
WMPID4433,0,,"HAYSLETT, KEVIN",H2FL13287,H,FL,13,REP,OPEN,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Kevin Hayslett,Kevin,Hayslett
WMPID3354,0,,"DAVIS, JAMES MR PA-C",H2FL13295,H,FL,13,REP,OPEN,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,James PA-C Davis,James PA-C,Davis
WMPID788,1,Y,"FRANKEL, LOIS J.",H2FL14053,H,FL,22,DEM,INCUMBENT,6/7/2022,,,,0,F,F,0,N,White,W,NULL,N,0,Lois J Frankel,Lois,Frankel
WMPID158,1,Y,"DONALDS, BYRON",H2FL14186,H,FL,19,REP,CHALLENGER,6/7/2022,House,-,23-Aug,1,M,M,,NULL,Black,B,NULL,NULL,0,Byron Donalds,Byron,Donalds
WMPID3570,0,,"TOULME, ALIX JACK CHRISTOPHER MR. JR",H2FL14228,H,FL,14,DEM,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Alix Jack Christopher Jr Toulme,Alix Jack Christopher Jr,Toulme
WMPID4569,0,,"ELDON, ANTHONY W",H2FL14236,H,FL,14,DEM,CHALLENGER,6/7/2022,,,,0,M,M,0,N,Black,B,NULL,N,0,Anthony Eldon,Anthony,Eldon
WMPID1622,0,,"URBINA, ANGEL SALVADOR",H2FL14244,H,FL,14,REP,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Angel Salvador Urbina,Angel Salvador,Urbina
WMPID4382,0,,"COLLINS, JAY",H2FL14251,H,FL,15,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Jay Collins,Jay,Collins
WMPID3264,1,Y,"BRADLEY, CHRISTOPHER",H2FL14269,H,FL,14,DEM,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Christopher Bradley,Christopher,Bradley
WMPID2732,1,Y,"JUDGE, JAMES",H2FL14277,H,FL,14,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,James Judge,James,Judge
WMPID2577,0,,"LARKIN, PHILIP MR",H2FL14285,H,FL,14,ICD,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Philip Larkin,Philip,Larkin
WMPID4227,0,,"CAMPBELL, LANDON NEIL",H2FL14293,H,FL,14,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Landon Neil Campbell,Landon Neil,Campbell
WMPID4809,1,Y,"NASHAGH, SAM",H2FL14301,H,FL,14,REP,,6/28/2022,,,,0,M,M,0,N,Middle East North Africa,M,W,Y,0,Sam Nashagh,Sam,Nashagh
WMPID2176,0,,"RAMCHARRAN, LILAWATIE LILY MRS.",H2FL15092,H,FL,15,DEM,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Lilawatie Lily Ramcharran,Lilawatie Lily,Ramcharran
WMPID2582,0,,"GELLER, EDDIE",H2FL15100,H,FL,15,DEM,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Eddie Geller,Eddie,Geller
WMPID1617,0,,"BERTGES, BRIAN JOHN MR.",H2FL15118,H,FL,15,NPA,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Brian John Bertges,Brian John,Bertges
WMPID2262,1,Y,"RAYBON, JENNIFER SUSAN",H2FL15134,H,FL,18,REP,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Jennifer Susan Raybon,Jennifer Susan,Raybon
WMPID2401,0,,"VAZQUEZ, JOSUE",H2FL15142,H,FL,15,NPA,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Josue Vazquez,Josue,Vazquez
WMPID4593,1,Y,"SCHMELING, WENDY JUNE MS.",H2FL15159,H,FL,18,REP,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Wendy June Schmeling,Wendy June,Schmeling
WMPID3252,0,,"TOLEDO, JACKIE",H2FL15191,H,FL,15,REP,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Jackie Toledo,Jackie,Toledo
WMPID4619,0,,"CHAMBERS, CHRIS",H2FL15209,H,FL,14,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,Black,B,NULL,NULL,0,Chris Chambers,Chris,Chambers
WMPID3902,0,,"ROSS, DENNIS",H2FL15217,H,FL,15,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Dennis Ross,Dennis,Ross
WMPID4040,0,,"BROWN, GAVIN",H2FL15225,H,FL,15,DEM,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Gavin Brown,Gavin,Brown
WMPID2943,0,,"STARGEL, KELLI",H2FL15233,H,FL,15,REP,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Kelli Stargel,Kelli,Stargel
WMPID4000,1,Y,"LEE, LAUREL MRS.",H2FL15241,H,FL,15,REP,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,White,W,NULL,NULL,0,Laurel Lee,Laurel,Lee
WMPID1667,0,,"RAMIREZ, CESAR",H2FL15258,H,FL,15,DEM,,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Cesar Ramirez,Cesar,Ramirez
WMPID3993,1,Y,"TORRES, JERRY",H2FL15266,H,FL,14,REP,,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Jerry Torres,Jerry,Torres
WMPID2362,0,,"MIRANDA-PADILLA, BENJAMIN",H2FL16090,H,FL,16,DEM,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Benjamin Miranda-Padilla,Benjamin,Miranda-Padilla
WMPID3868,1,Y,"HYDE, MARTIN",H2FL16108,H,FL,16,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Martin Hyde,Martin,Hyde
WMPID3478,0,,"LAMBERT, DAN",H2FL17098,H,FL,17,DEM,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Dan Lambert,Dan,Lambert
WMPID4150,1,Y,"KALE, ANDREA DORIA",H2FL17106,H,FL,17,DEM,CHALLENGER,6/7/2022,,,,0,F,F,0,N,White,W,NULL,N,0,Andrea Doria Kale,Andrea Doria,Kale
WMPID3086,1,Y,"MARTZ, MELISSA",H2FL18088,H,FL,21,REP,CHALLENGER,6/7/2022,,,,0,F,F,0,N,White,W,NULL,N,0,Melissa Martz,Melissa,Martz
WMPID3591,1,Y,"BALDERRAMOS ROBINSON, CORINNA",H2FL18096,H,FL,21,DEM,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Corinna Balderramos Robinson,Corinna,Balderramos Robinson
WMPID3243,0,,"HAMSTEAD, AARON MR",H2FL18104,H,FL,18,ICD,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Aaron Hamstead,Aaron,Hamstead
WMPID3481,1,Y,"TARAZONA, EDDIE",H2FL18112,H,FL,18,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Eddie Tarazona,Eddie,Tarazona
WMPID4796,0,,"MCKINNEY, JAVITA",H2FL18120,H,FL,18,REP,,6/28/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Javita Mckinney,Javita,Mckinney
WMPID3586,1,Y,"HUFF, JIM",H2FL19110,H,FL,19,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Jim Huff,Jim,Huff
WMPID3957,0,,"BOSWELL, MATT",H2FL20126,H,FL,20,DEM,OPEN,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Matt Boswell,Matt,Boswell
WMPID4273,0,,"SHARIEF, BARBARA",H2FL20134,H,FL,20,DEM,OPEN,6/7/2022,,,,0,F,F,0,N,Black,B,NULL,N,0,Barbara Sharief,Barbara,Sharief
WMPID1883,0,,"DOWLING, ELVIN",H2FL20142,H,FL,20,DEM,OPEN,6/7/2022,,,,0,M,M,0,N,Black,B,NULL,N,0,Elvin Dowling,Elvin,Dowling
WMPID3378,1,Y,"HOLNESS, DALE",H2FL20159,H,FL,20,DEM,OPEN,6/7/2022,,,,0,M,M,0,N,Black,B,NULL,N,0,Dale Holness,Dale,Holness
WMPID2754,0,,"ONIAS, MARLON A.",H2FL20167,H,FL,20,DEM,OPEN,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Marlon Onias,Marlon,Onias
WMPID3599,0,,"TAYLOR, PRISCILLA ANN",H2FL20175,H,FL,20,DEM,CHALLENGER,6/7/2022,,,,0,F,F,0,N,Black,B,NULL,N,0,Priscilla Ann Taylor,Priscilla Ann,Taylor
WMPID1892,0,,"THURSTON, PERRY",H2FL20183,H,FL,20,DEM,CHALLENGER,6/7/2022,,,,0,M,M,0,N,Black,B,NULL,N,0,Perry Thurston,Perry,Thurston
WMPID1965,0,,"TER MAAT, MICHAEL",H2FL20191,H,FL,20,LIB,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Michael Ter Maat,Michael,Ter Maat
WMPID1680,0,,"DUBOSE, BOBBY B",H2FL20209,H,FL,20,DEM,CHALLENGER,6/7/2022,,,,0,M,M,0,N,Black,B,NULL,N,0,Bobby Dubose,Bobby,Dubose
WMPID2381,0,,"HARDY, OMARI",H2FL20217,H,FL,20,DEM,CHALLENGER,6/7/2022,,,,0,M,M,0,N,Black,B,NULL,N,0,Omari Hardy,Omari,Hardy
WMPID162,0,,"DEGRAMMONT, VIC",H2FL20225,H,FL,20,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Vic Degrammont,Vic,Degrammont
WMPID1945,0,,"SANSARICQ, BERNARD MR.",H2FL20233,H,FL,20,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Bernard Sansaricq,Bernard,Sansaricq
WMPID2528,1,Y,"SERRATORE, LEONARD LOUIS MR.",H2FL20241,H,FL,18,REP,CHALLENGER,6/7/2022,,,,0,UNK,NULL,,NULL,NULL,NULL,NULL,NULL,0,Leonard Louis Serratore,Leonard Louis,Serratore
WMPID3372,0,,"ALLEN, NATALIA ISABEL",H2FL20258,H,FL,20,DEM,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Natalia Isabel Allen,Natalia Isabel,Allen
WMPID2184,0,,"JACKSON, PHIL",H2FL20266,H,FL,20,DEM,OPEN,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Phil Jackson,Phil,Jackson
WMPID3304,0,,"SIDDIQUI, IMRAN",H2FL20274,H,FL,20,DEM,OPEN,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Imran Siddiqui,Imran,Siddiqui
WMPID3823,0,,"FLYNN, JIM P",H2FL20282,H,FL,20,NPA,OPEN,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Jim Flynn,Jim,Flynn
WMPID3394,0,,"MARINER, JASON",H2FL20290,H,FL,20,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Jason Mariner,Jason,Mariner
WMPID2212,0,,"ANDERSON, DWIGHT A MR",H2FL20316,H,FL,20,DEM,OPEN,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Dwight Anderson,Dwight,Anderson
WMPID2416,0,,"FAIN, SHELLEY",H2FL20324,H,FL,20,W,OPEN,6/7/2022,,,,0,F,F,,NULL,Black,B,NULL,NULL,0,Shelley Fain,Shelley,Fain
WMPID2451,1,Y,"OMPHROY, ANIKA",H2FL20340,H,FL,20,DEM,,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Anika Omphroy,Anika,Omphroy
WMPID1950,0,,"FEIT, KEITH DR.",H2FL21074,H,FL,21,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Keith Feit,Keith,Feit
WMPID4605,1,Y,"BUONGIORNO, JEFFREY D",H2FL21082,H,FL,21,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Jeffrey Buongiorno,Jeffrey,Buongiorno
WMPID2558,1,Y,"DORILAS, ROD MR.",H2FL21090,H,FL,22,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,Black,B,NULL,N,0,Rod Dorilas,Rod,Dorilas
WMPID4035,1,Y,"FRANZESE, DANIEL JOHN",H2FL21108,H,FL,22,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Daniel John Franzese,Daniel John,Franzese
WMPID2010,1,Y,"SKRBIC, LJUBO DR",H2FL21124,H,FL,21,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Ljubo Skrbic,Ljubo,Skrbic
WMPID2844,1,Y,"ADEIMY, DEBORAH",H2FL21132,H,FL,22,REP,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,White,W,NULL,NULL,0,Deborah Adeimy,Deborah,Adeimy
WMPID2285,1,Y,"ARIANAS, PETER STEVEN",H2FL21140,H,FL,22,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Peter Steven Arianas,Peter Steven,Arianas
WMPID1696,0,,"WHEELEN, WILLIAM",H2FL21157,H,FL,22,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,William Wheelen,William,Wheelen
WMPID4487,0,,"MARKS, MARTIN J.",H2FL21165,H,FL,21,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Martin Marks,Martin,Marks
