candidate_id,candidate,party,district,current_candidate,cyclecand,primary_results,crpico,fec_id,office,vs_candname,vs_race,vs_racecode,vs_filename,face_url,vs_canddetails,vs_statename,vs_filesize
N00037015,Salud Carbajal ,D,CA24,Y,Y,W,I,H6CA24303,CA24,Salud Carbajal,"U.S. House
",H,USH_CA_SALUD_CARBAJAL.jpg,https://static.votesmart.org/static/canphoto/81569.jpg,"
                Salud Carbajal

                (Won)

                Democratic
",CALIFORNIA,4408
N00037019,Nanette Barragan ,D,CA44,Y,Y,W,I,H6CA44103,CA44,Nanette Barragán,"U.S. House
",H,USH_CA_NANETTE_BARRAGÁN.jpg,https://static.votesmart.org/static/canphoto/166270.jpg,"
                Nanette Barragán

                (Won)

                Democratic
",CALIFORNIA,4527
N00037031,Darin LaHood ,R,IL18,Y,Y,W,I,H6IL18088,IL18,Darin LaHood,"U.S. House
",H,USH_IL_DARIN_LAHOOD.jpg,https://static.votesmart.org/static/canphoto/128760.jpg,"
                Darin LaHood

                (Won)

                Republican
",ILLINOIS,4613
N00037034,Roger Marshall ,R,KSS1,Y,Y,W,O,S0KS00315,KSS1,Roger Marshall,"U.S. Senate
",S,USS_KS_ROGER_MARSHALL.jpg,https://static.votesmart.org/static/canphoto/172080.jpg,"
                Roger Marshall

                (Won)

                Republican
",KANSAS,3978
N00037036,Jamie Raskin ,D,MD08,Y,Y,W,I,H6MD08457,MD08,Jamie Raskin,"U.S. House
",H,USH_MD_JAMIE_RASKIN.jpg,https://static.votesmart.org/static/canphoto/65904.jpg,"
                Jamie Raskin

                (Won)

                Democratic
",MARYLAND,4499
N00037039,Angie Craig ,D,MN02,Y,Y,W,I,H6MN02131,MN02,Angie Craig,"U.S. House
",H,USH_MN_ANGIE_CRAIG.jpg,https://static.votesmart.org/static/canphoto/166261.jpg,"
                Angie Craig

                (Won)

                Democratic
",MINNESOTA,4034
N00037049,Don Bacon ,R,NE02,Y,Y,W,I,H6NE02125,NE02,Donald Bacon,"U.S. House
",H,USH_NE_DONALD_BACON.jpg,https://static.votesmart.org/static/canphoto/166299.jpg,"
                Donald Bacon

                (Won)

                Republican
",NEBRASKA,3779
N00037185,Jim Banks ,R,IN03,Y,Y,W,I,H6IN03229,IN03,Jim Banks,"U.S. House
",H,USH_IN_JIM_BANKS.jpg,https://static.votesmart.org/static/canphoto/116801.jpg,"
                Jim Banks

                (Won)

                Republican
",INDIANA,4770
N00037240,Willie Wilson ,I,ILS1,Y,Y,,C,S0IL00568,ILS1,WIllie Wilson,"U.S. Senate
",S,USS_IL_WILLIE_WILSON.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Willie_Wilson.png,"
                WIllie Wilson

                (Lost)

                Independent
",ILLINOIS,243
N00037247,Susie Lee ,D,NV03,Y,Y,W,I,H6NV04020,NV03,Susie Lee,"U.S. House
",H,USH_NV_SUSIE_LEE.jpg,https://static.votesmart.org/static/canphoto/169344.jpg,"
                Susie Lee

                (Won)

                Democratic
",NEVADA,4944
N00037260,Lou Correa ,D,CA46,Y,Y,W,I,H6CA46116,CA46,Lou Correa,"U.S. House
",H,USH_CA_LOU_CORREA.jpg,https://static.votesmart.org/static/canphoto/9732.jpg,"
                Lou Correa

                (Won)

                Democratic
",CALIFORNIA,4277
N00037269,Brian Mast ,R,FL18,Y,Y,W,I,H6FL18097,FL18,Brian Mast,"U.S. House
",H,USH_FL_BRIAN_MAST.jpg,https://static.votesmart.org/static/canphoto/166245.jpg,"
                Brian Mast

                (Won)

                Republican
",FLORIDA,4760
N00037385,Stephen Michael Patterson ,I,MI13,Y,Y,,C,H0MI00031,MI13,,,,,NA,,,
N00037410,Carla Spalding ,R,FL23,Y,Y,,C,H0FL23090,FL23,Carla Spalding,"U.S. House
",H,USH_FL_CARLA_SPALDING.jpg,https://static.votesmart.org/static/canphoto/166246.jpg,"
                Carla Spalding

                (Lost)

                Republican
",FLORIDA,3350
N00037422,Darren Soto ,D,FL09,Y,Y,W,I,H6FL09179,FL09,Darren Soto,"U.S. House
",H,USH_FL_DARREN_SOTO.jpg,https://static.votesmart.org/static/canphoto/67618.jpg,"
                Darren Soto

                (Won)

                Democratic
",FLORIDA,4415
N00037442,Neal Dunn ,R,FL02,Y,Y,W,I,H6FL02208,FL02,Neal Dunn,"U.S. House
",H,USH_FL_NEAL_DUNN.jpg,https://static.votesmart.org/static/canphoto/166297.jpg,"
                Neal Dunn

                (Won)

                Republican
",FLORIDA,4160
N00037515,Tom O'Halleran ,D,AZ01,Y,Y,W,I,H6AZ01199,AZ01,Tom O'Halleran,"U.S. House
",H,USH_AZ_TOM_O'HALLERAN.jpg,https://static.votesmart.org/static/canphoto/28499.jpg,"
                Tom O'Halleran

                (Won)

                Democratic
",ARIZONA,4027
N00037585,Casper Stockham ,R,CO07,Y,Y,W,C,H0CO06101,CO07,Charles Stockham,"U.S. House
",H,USH_CO_CHARLES_STOCKHAM.jpg,https://static.votesmart.org/static/canphoto/169609.jpg,"
                Charles Stockham

                (Lost)

                Republican
",COLORADO,5522
N00037615,Jenniffer Gonzalez ,3,PR00,Y,Y,,I,H6PR00082,PR00,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Jennifer_Gonzalez_Colon.jpg,,,
N00038260,James Comer ,R,KY01,Y,Y,W,I,H6KY01110,KY01,"James Comer, Jr.","U.S. House
",H,USH_KY_JAMES_COMER_JR.jpg,https://static.votesmart.org/static/canphoto/35169.jpg,"
                James Comer, Jr.

                (Won)

                Republican
",KENTUCKY,5028
N00038285,Jodey Arrington ,R,TX19,Y,Y,W,I,H6TX19099,TX19,Jodey Arrington,"U.S. House
",H,USH_TX_JODEY_ARRINGTON.jpg,https://static.votesmart.org/static/canphoto/155685.jpg,"
                Jodey Arrington

                (Won)

                Republican
",TEXAS,3197
N00038289,Tom Wakely ,3,TX21,Y,Y,,C,H6TX21228,TX21,Thomas Wakely,"U.S. House
",H,USH_TX_THOMAS_WAKELY.jpg,https://static.votesmart.org/static/canphoto/166490.jpg,"
                Thomas Wakely

                (Lost)

                Green Party
",TEXAS,4663
N00038400,Jason Lewis ,R,MNS1,Y,Y,W,C,S0MN00328,MNS1,Jason Lewis,"U.S. Senate
",S,USS_MN_JASON_LEWIS.jpg,https://static.votesmart.org/static/canphoto/171558.jpg,"
                Jason Lewis

                (Lost)

                Republican
",MINNESOTA,3320
N00038414,Lisa Blunt Rochester ,D,DE01,Y,Y,,I,H6DE00206,DE01,Lisa Blunt Rochester,"U.S. House
",H,USH_DE_LISA_BLUNT_ROCHESTER.jpg,https://static.votesmart.org/static/canphoto/173249.jpg,"
                Lisa Blunt Rochester

                (Won)

                Democratic
",DELAWARE,4481
N00038422,Kimberly Walker ,D,FL12,Y,Y,W,C,H6FL13197,FL12,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Kimberly-Walker.jpg,,,
N00038429,Trey Hollingsworth ,R,IN09,Y,Y,W,I,H6IN09176,IN09,Trey Hollingsworth III,"U.S. House
",H,USH_IN_TREY_HOLLINGSWORTH_III.jpg,https://static.votesmart.org/static/canphoto/167423.jpg,"
                Trey Hollingsworth III

                (Won)

                Republican
",INDIANA,4773
N00038446,Steve Williams ,3,NY24,Y,Y,W,C,H6NY24185,NY24,Steve Williams,"U.S. House
",H,USH_NY_STEVE_WILLIAMS.jpg,https://static.votesmart.org/static/canphoto/166016.jpg,"
                Steve Williams

                (Lost)

                Working Families
",NEW YORK,4101
N00038450,Dwight Evans ,D,PA03,Y,Y,W,I,H6PA02171,PA03,Dwight Evans,"U.S. House
",H,USH_PA_DWIGHT_EVANS.jpg,https://static.votesmart.org/static/canphoto/9128.jpg,"
                Dwight Evans

                (Won)

                Democratic
",PENNSYLVANIA,4039
N00038565,Deborah Ross ,D,NC02,Y,Y,W,O,H0NC02125,NC02,Deborah Ross,"U.S. House
",H,USH_NC_DEBORAH_ROSS.jpg,https://static.votesmart.org/static/canphoto/41560.jpg,"
                Deborah Ross

                (Won)

                Democratic
",NORTH CAROLINA,3691
N00038601,Jimmy Panetta ,D,CA20,Y,Y,W,I,H6CA20152,CA20,Jimmy Panetta,"U.S. House
",H,USH_CA_JIMMY_PANETTA.jpg,https://static.votesmart.org/static/canphoto/169078.jpg,"
                Jimmy Panetta

                (Won)

                Democratic
",CALIFORNIA,4020
N00038615,Juan Hidalgo ,R,CA51,Y,Y,W,C,H8CA51062,CA51,"Juan Hidalgo, Jr.","U.S. House
",H,USH_CA_JUAN_HIDALGO_JR.jpg,https://static.votesmart.org/static/canphoto/169101.jpg,"
                Juan Hidalgo, Jr.

                (Lost)

                Republican
",CALIFORNIA,4394
N00038742,Tom Suozzi ,D,NY03,Y,Y,W,I,H6NY03247,NY03,Thomas Suozzi,"U.S. House
",H,USH_NY_THOMAS_SUOZZI.jpg,https://static.votesmart.org/static/canphoto/92111.jpg,"
                Thomas Suozzi

                (Won)

                Democratic, Independence
",NEW YORK,4392
N00038767,Warren Davidson ,R,OH08,Y,Y,W,I,H6OH08315,OH08,Warren Davidson,"U.S. House
",H,USH_OH_WARREN_DAVIDSON.jpg,https://static.votesmart.org/static/canphoto/166760.jpg,"
                Warren Davidson

                (Won)

                Republican
",OHIO,3810
N00038779,Brian Fitzpatrick ,R,PA01,Y,Y,W,I,H6PA08277,PA01,Brian Fitzpatrick,"U.S. House
",H,USH_PA_BRIAN_FITZPATRICK.jpg,https://static.votesmart.org/static/canphoto/167708.jpg,"
                Brian Fitzpatrick

                (Won)

                Republican
",PENNSYLVANIA,4556
N00038781,Lloyd Smucker ,R,PA11,Y,Y,W,I,H6PA16320,PA11,Lloyd Smucker,"U.S. House
",H,USH_PA_LLOYD_SMUCKER.jpg,https://static.votesmart.org/static/canphoto/102454.jpg,"
                Lloyd Smucker

                (Won)

                Republican
",PENNSYLVANIA,4366
N00038809,Vicente Gonzalez ,D,TX15,Y,Y,W,I,H6TX15162,TX15,Vicente Gonzalez,"U.S. House
",H,USH_TX_VICENTE_GONZALEZ.jpg,https://static.votesmart.org/static/canphoto/166483.jpg,"
                Vicente Gonzalez

                (Won)

                Democratic
",TEXAS,4190
N00038840,Rey Gonzalez ,R,TX34,Y,Y,W,C,H6TX34031,TX34,"Rey Gonzalez, Jr.","U.S. House
",H,USH_TX_REY_GONZALEZ_JR.jpg,https://static.votesmart.org/static/canphoto/166880.jpg,"
                Rey Gonzalez, Jr.

                (Lost)

                Republican
",TEXAS,5599
N00038858,Pramila Jayapal ,D,WA07,Y,Y,W,I,H6WA07458,WA07,Pramila Jayapal,"U.S. House
",H,USH_WA_PRAMILA_JAYAPAL.jpg,https://static.votesmart.org/static/canphoto/153141.jpg,"
                Pramila Jayapal

                (Won)

                Democratic
",WASHINGTON,5130
N00038996,Alyssa Dara McDowell ,I,KYS1,Y,Y,,C,S0KY00446,KYS1,,,,,NA,,,
N00039035,Frank Gilbert ,L,AR04,Y,Y,,C,H0AR04095,AR04,Frank Gilbert,"U.S. House
",H,USH_AR_FRANK_GILBERT.jpg,https://static.votesmart.org/static/canphoto/141031.jpg,"
                Frank Gilbert

                (Lost)

                Libertarian
",ARKANSAS,5678
N00039087,Christine Quinn ,R,FL14,Y,Y,W,C,H6FL14112,FL14,Christine Quinn,"U.S. House
",H,USH_FL_CHRISTINE_QUINN.jpg,https://static.votesmart.org/static/canphoto/172629.jpg,"
                Christine Quinn

                (Lost)

                Republican
",FLORIDA,3680
N00039090,Drew Ferguson ,R,GA03,Y,Y,W,I,H6GA03113,GA03,Drew Ferguson,"U.S. House
",H,USH_GA_DREW_FERGUSON.jpg,https://static.votesmart.org/static/canphoto/168132.jpg,"
                Drew Ferguson

                (Won)

                Republican
",GEORGIA,4006
N00039106,Mike Johnson ,R,LA04,Y,Y,,I,H6LA04138,LA04,Mike Johnson,"U.S. House
",H,USH_LA_MIKE_JOHNSON.jpg,https://static.votesmart.org/static/canphoto/156097.jpg,"
                Mike Johnson

                (Won)

                Republican
",LOUISIANA,4014
N00039122,David Trone ,D,MD06,Y,Y,W,I,H6MD08549,MD06,David Trone,"U.S. House
",H,USH_MD_DAVID_TRONE.jpg,https://static.votesmart.org/static/canphoto/167336.jpg,"
                David Trone

                (Won)

                Democratic
",MARYLAND,4223
N00039129,Gene Rechtzigel ,R,MN04,Y,Y,,C,H6MN04244,MN04,Gene Rechtzigel,"U.S. House
",H,USH_MN_GENE_RECHTZIGEL.jpg,https://static.votesmart.org/static/canphoto/171582.jpg,"
                Gene Rechtzigel

                (Lost)

                Republican
",MINNESOTA,3491
N00039153,Phil Gray ,L,TX27,Y,Y,,C,H6TX01261,TX27,Phil Gray,"U.S. House
",H,USH_TX_PHIL_GRAY.jpg,https://static.votesmart.org/static/canphoto/175488.jpg,"
                Phil Gray

                (Lost)

                Libertarian
",TEXAS,13484
N00039290,Derrick Edwards ,D,LAS1,Y,Y,,C,S6LA00342,LAS1,Derrick Edwards,"U.S. Senate
",S,USS_LA_DERRICK_EDWARDS.jpg,https://static.votesmart.org/static/canphoto/174372.jpg,"
                Derrick Edwards

                (Lost)

                Democratic
",LOUISIANA,3909
N00039293,Andy Biggs ,R,AZ05,Y,Y,W,I,H6AZ05083,AZ05,Andy Biggs,"U.S. House
",H,USH_AZ_ANDY_BIGGS.jpg,https://static.votesmart.org/static/canphoto/28088.jpg,"
                Andy Biggs

                (Won)

                Republican
",ARIZONA,4054
N00039323,Gary Wegman ,D,PA09,Y,Y,W,C,H6PA16338,PA09,Gary Wegman,"U.S. House
",H,USH_PA_GARY_WEGMAN.jpg,https://static.votesmart.org/static/canphoto/167711.jpg,"
                Gary Wegman

                (Lost)

                Democratic
",PENNSYLVANIA,4414
N00039327,Donald McEachin ,D,VA04,Y,Y,W,I,H6VA04061,VA04,Donald McEachin,"U.S. House
",H,USH_VA_DONALD_MCEACHIN.jpg,https://static.votesmart.org/static/canphoto/8230.jpg,"
                Donald McEachin

                (Won)

                Democratic
",VIRGINIA,4661
N00039330,Mike Gallagher ,R,WI08,Y,Y,W,I,H6WI08155,WI08,Mike Gallagher,"U.S. House
",H,USH_WI_MIKE_GALLAGHER.jpg,https://static.votesmart.org/static/canphoto/171843.jpg,"
                Mike Gallagher

                (Won)

                Republican
",WISCONSIN,3382
N00039373,Cori Bush ,D,MO01,Y,Y,W,O,H8MO01143,MO01,Cori Bush,"U.S. House
",H,USH_MO_CORI_BUSH.jpg,https://static.votesmart.org/static/canphoto/169020.jpg,"
                Cori Bush

                (Won)

                Democratic
",MISSOURI,6340
N00039503,Matt Gaetz ,R,FL01,Y,Y,W,I,H6FL01119,FL01,Matt Gaetz,"U.S. House
",H,USH_FL_MATT_GAETZ.jpg,https://static.votesmart.org/static/canphoto/117101.jpg,"
                Matt Gaetz

                (Won)

                Republican
",FLORIDA,3817
N00039530,Steve Hohe ,L,KS03,Y,Y,,C,H0KS03269,KS03,Steven Hohe,"U.S. House
",H,USH_KS_STEVEN_HOHE.jpg,https://static.votesmart.org/static/canphoto/173278.jpg,"
                Steven Hohe

                (Lost)

                Libertarian
",KANSAS,3967
N00039533,John Bergman ,R,MI01,Y,Y,W,I,H6MI01226,MI01,Jack Bergman,"U.S. House
",H,USH_MI_JACK_BERGMAN.jpg,https://static.votesmart.org/static/canphoto/170172.jpg,"
                Jack Bergman

                (Won)

                Republican
",MICHIGAN,4328
N00039551,Ted Budd ,R,NC13,Y,Y,W,I,H6NC13129,NC13,Ted Budd,"U.S. House
",H,USH_NC_TED_BUDD.jpg,https://static.votesmart.org/static/canphoto/171489.jpg,"
                Ted Budd

                (Won)

                Republican
",NORTH CAROLINA,4711
N00039660,Ray J. Writz ,3,IDS1,Y,Y,,C,S6ID00104,IDS1,"Ray Writz, Jr.","U.S. Senate
",S,USS_ID_RAY_WRITZ_JR.jpg,https://static.votesmart.org/static/canphoto/56774.jpg,"
                Ray Writz, Jr.

                (Lost)

                Constitution
",IDAHO,3424
N00039665,Bill Bledsoe ,3,SCS2,Y,Y,,C,S6SC04155,SCS2,Bill Bledsoe,"U.S. Senate
",S,USS_SC_BILL_BLEDSOE.jpg,https://static.votesmart.org/static/canphoto/172959.jpg,"
                Bill Bledsoe

                (Lost)

                Constitution
",SOUTH CAROLINA,3527
N00039777,John Rutherford ,R,FL04,Y,Y,W,I,H6FL04105,FL04,John Rutherford,"U.S. House
",H,USH_FL_JOHN_RUTHERFORD.jpg,https://static.votesmart.org/static/canphoto/172542.jpg,"
                John Rutherford

                (Won)

                Republican
",FLORIDA,4387
N00039845,Erika Stotts Pearson ,D,TN08,Y,Y,W,C,H6TN08250,TN08,Erika Pearson,"U.S. House
",H,USH_TN_ERIKA_PEARSON.jpg,https://static.votesmart.org/static/canphoto/170488.jpg,"
                Erika Pearson

                (Lost)

                Democratic
",TENNESSEE,3864
N00039953,Clay Higgins ,R,LA03,Y,Y,,I,H6LA03148,LA03,Clay Higgins,"U.S. House
",H,USH_LA_CLAY_HIGGINS.jpg,https://static.votesmart.org/static/canphoto/174484.jpg,"
                Clay Higgins

                (Won)

                Republican
",LOUISIANA,3905
N00039974,Doug McKinley ,D,WA04,Y,Y,W,C,H6WA04141,WA04,Doug McKinley,"U.S. House
",H,USH_WA_DOUG_MCKINLEY.jpg,https://static.votesmart.org/static/canphoto/153049.jpg,"
                Doug McKinley

                (Lost)

                Democratic
",WASHINGTON,2930
N00040027,Susan Sindt ,3,MN04,Y,Y,,C,H6MN04269,MN04,Susan Sindt,"U.S. House
",H,USH_MN_SUSAN_SINDT.jpg,https://static.votesmart.org/static/canphoto/171578.jpg,"
                Susan Sindt

                (Lost)

                Grassroots Party, Legalize Cannabis
",MINNESOTA,3970
N00040068,Richard Boyce ,I,WA10,Y,Y,,O,H6WA10015,WA10,,,,,NA,,,
N00040133,Stephanie Murphy ,D,FL07,Y,Y,W,I,H6FL07140,FL07,Stephanie Murphy,"U.S. House
",H,USH_FL_STEPHANIE_MURPHY.jpg,https://static.votesmart.org/static/canphoto/173426.jpg,"
                Stephanie Murphy

                (Won)

                Democratic
",FLORIDA,4051
N00040177,Jeffrey Lemire ,I,RI01,Y,Y,,C,H6RI01138,RI01,Jeffrey Lemire,"U.S. House
",H,USH_RI_JEFFREY_LEMIRE.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/jlemire.jpg,"
                Jeffrey Lemire

                (Lost)

                Independent
",RHODE ISLAND,243
N00040242,Howard Kearney ,L,LA01,Y,Y,,C,H6LA01225,LA01,Howard Kearney,"U.S. House
",H,USH_LA_HOWARD_KEARNEY.jpg,https://static.votesmart.org/static/canphoto/174476.jpg,"
                Howard Kearney

                (Lost)

                Libertarian
",LOUISIANA,4090
N00040299,Beryl Billiot ,I,LAS1,Y,Y,,C,S6LA00441,LAS1,Beryl Billiot,"U.S. Senate
",S,USS_LA_BERYL_BILLIOT.jpg,https://static.votesmart.org/static/canphoto/165505.jpg,"
                Beryl Billiot

                (Lost)

                No Party Affiliation
",LOUISIANA,4618
N00040559,Dusty Johnson ,R,SD01,Y,Y,W,I,H8SD01055,SD01,Dusty Johnson,"U.S. House
",H,USH_SD_DUSTY_JOHNSON.jpg,https://static.votesmart.org/static/canphoto/48307.jpg,"
                Dusty Johnson

                (Won)

                Republican
",SOUTH DAKOTA,5051
N00040597,Jimmy Gomez ,D,CA34,Y,Y,W,I,H8CA34266,CA34,Jimmy Gomez,"U.S. House
",H,USH_CA_JIMMY_GOMEZ.jpg,https://static.votesmart.org/static/canphoto/138524.jpg,"
                Jimmy Gomez

                (Won)

                Democratic
",CALIFORNIA,4313
N00040620,Brianna Wu ,D,MA08,Y,Y,,C,H8MA08170,MA08,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Brianna-Wu.jpg,,,
N00040633,Allen Waters ,R,RIS2,Y,Y,,C,S0RI00067,RIS2,Allen Waters,"U.S. Senate
",S,USS_RI_ALLEN_WATERS.jpg,https://static.votesmart.org/static/canphoto/154036.jpg,"
                Allen Waters

                (Lost)

                Republican
",RHODE ISLAND,16440
N00040637,Ricardo De La Fuente ,D,TX27,Y,Y,W,C,H0TX27087,TX27,Ricardo De La Fuente,"U.S. House
",H,USH_TX_RICARDO_DE_LA_FUENTE.jpg,https://static.votesmart.org/static/canphoto/176117.jpg,"
                Ricardo De La Fuente

                (Lost)

                Democratic
",TEXAS,4937
N00040666,Harley Rouda ,D,CA48,Y,Y,W,I,H8CA48035,CA48,Harley Rouda,"U.S. House
",H,USH_CA_HARLEY_ROUDA.jpg,https://static.votesmart.org/static/canphoto/179404.jpg,"
                Harley Rouda

                (Lost)

                Democratic
",CALIFORNIA,4457
N00040667,Mike Levin ,D,CA49,Y,Y,W,I,H8CA49058,CA49,Mike Levin,"U.S. House
",H,USH_CA_MIKE_LEVIN.jpg,https://static.votesmart.org/static/canphoto/179416.jpg,"
                Mike Levin

                (Won)

                Democratic
",CALIFORNIA,4334
N00040675,Jon Ossoff ,D,GAS1,Y,Y,W,C,S8GA00180,GAS1,Jon Ossoff,"U.S. Senate
",S,USS_GA_JON_OSSOFF.jpg,https://static.votesmart.org/static/canphoto/176134.jpg,"
                Jon Ossoff

                (Won)

                Democratic
",GEORGIA,4302
N00040709,Laura Lombard ,D,KS04,Y,Y,W,C,H8KS04088,KS04,Laura Lombard,"U.S. House
",H,USH_KS_LAURA_LOMBARD.jpg,https://static.votesmart.org/static/canphoto/181208.jpg,"
                Laura Lombard

                (Lost)

                Democratic
",KANSAS,4351
N00040712,Ron Estes ,R,KS04,Y,Y,W,I,H8KS04112,KS04,Ron Estes,"U.S. House
",H,USH_KS_RON_ESTES.jpg,https://static.votesmart.org/static/canphoto/125031.jpg,"
                Ron Estes

                (Won)

                Republican
",KANSAS,4162
